Title,Authors,Venue,Year,URL
The 3rd Workshop on Graph Learning Benchmarks (GLB 2023).,"Jiaqi Ma 0001, Jiong Zhu, Yuxiao Dong, Danai Koutra, Jingrui He, Qiaozhu Mei, Anton Tsitsulin, Xingjian Zhang 0002, Marinka Zitnik",KDD,2023,https://doi.org/10.1145/3580305.3599224
KDD Workshop on Machine Learning in Finance.,"Leman Akoglu, Nitesh V. Chawla, Senthil Kumar, Saurabh Nagrecha, Mahashweta Das, Vidyut M. Naware, Tanveer A. Faruquie",KDD,2023,https://doi.org/10.1145/3580305.3599223
AdKDD 2023.,"Abraham Bagherjeiran, Nemanja Djuric, Kuang-Chih Lee, Linsey Pang, Vladan Radosavljevic, Suju Rajan",KDD,2023,https://doi.org/10.1145/3580305.3599582
KiL 2023 : 3rd International Workshop on Knowledge-infused Learning.,"Manas Gaur, Efthymia Tsamoura, Sarath Sreedharan, Sudip Mittal",KDD,2023,https://doi.org/10.1145/3580305.3599199
International Workshop on Multimodal Learning - 2023 Theme: Multimodal Learning with Foundation Models.,"Yuan Ling, Fanyou Wu, Shujing Dong, Yarong Feng, George Karypis, Chandan K. Reddy",KDD,2023,https://doi.org/10.1145/3580305.3599208
Temporal Dynamics-Aware Adversarial Attacks on Discrete-Time Dynamic Graph Models.,"Kartik Sharma, Rakshit Trivedi, Rohit Sridhar, Srijan Kumar",KDD,2023,https://doi.org/10.1145/3580305.3599517
Deep Learning on Graphs: Methods and Applications (DLG-KDD2023).,"Lingfei Wu 0001, Jian Pei, Jiliang Tang, Yinglong Xia, Xiaojie Guo 0002",KDD,2023,https://doi.org/10.1145/3580305.3599207
RelKD 2023: International Workshop on Resource-Efficient Learning for Knowledge Discovery.,"Chuxu Zhang, Dongkuan Xu, Mojan Javaheripi, Subhabrata Mukherjee, Lingfei Wu 0001, Yinglong Xia, Jundong Li, Meng Jiang 0001, Yanzhi Wang",KDD,2023,https://doi.org/10.1145/3580305.3599228
The 4th International Workshop on Talent and Management Computing (TMC&apos;2023).,"Hengshu Zhu, Hui Xiong 0001, Yong Ge, Ee-Peng Lim",KDD,2023,https://doi.org/10.1145/3580305.3599200
KDDIE at SemEval-2023 Task 2: External Knowledge Injection for Named Entity Recognition.,"Caleb Martin, Huichen Yang, William H. Hsu",SemEval@ACL,2023,https://doi.org/10.18653/v1/2023.semeval-1.206
"The KDD&apos;23 Workshop on Causal Discovery, Prediction and Decision, 07 August 2023, Long Beach, CA, USA","Thuc Duy Le, Jiuyong Li, Robert Ness, Sofia Triantafillou, Shohei Shimizu, Peng Cui 0001, Kun Kuang, Jian Pei, Fei Wang 0001, Mattia Prosperi","['CDPD', 'Proceedings of Machine Learning Research']",2023,https://proceedings.mlr.press/v218/
Improved model for traffic management system using KDD and big data: case study Jordan traffic.,Faisal Alzyoud,Int. J. Comput. Commun. Control,2023,https://doi.org/10.15837/ijccc.2023.3.5006
Intrusion detection using enhanced genetic sine swarm algorithm based deep meta-heuristic ANN classifier on UNSW-NB15 and NSL-KDD dataset.,Abhilash Kayyidavazhiyil,J. Intell. Fuzzy Syst.,2023,https://doi.org/10.3233/jifs-224283
A Robust-Reliable Decision-Making Methodology Based on a Combination of Stakeholders&apos; Preferences Simulation and KDD Techniques for Selecting Automotive Platform Benchmark.,"Asad Saghari, Ivana Budinská, Masoud Hosseinimehr, Shima Rahmani",Symmetry,2023,https://doi.org/10.3390/sym15030750
TwERC: High Performance Ensembled Candidate Generation for Ads Recommendation at Twitter.,"Vanessa Cai, Pradeep Prabakar, Manuel Serrano Rebuelta, Lucas Rosen, Federico Monti, Katarzyna Janocha, Tomo Lazovich, Jeetu Raj, Yedendra Shrinivasan, Hao Li, Thomas Markovich",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-cai-twerc-ceur-paper.pdf
Scaling Generative Pre-training for User Ad Activity Sequences.,"Sharad Chitlangia, Krishna Reddy Kesari, Rajat Agarwal",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-chitlangia-scaling-ceur-paper.pdf
Optimizing Hierarchical Queries for the Attribution Reporting API.,"Matthew Dawson, Badih Ghazi, Pritish Kamath, Kapil Kumar, Ravi Kumar 0001, Bo Luan, Pasin Manurangsi, Nishanth Mundru, Harikesh Nair, Adam Sealfon, Shengyu Zhu 0004",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-dawson-optimizing-ceur-paper.pdf
Private Ad Modeling with DP-SGD.,"Carson Denison, Badih Ghazi, Pritish Kamath, Ravi Kumar 0001, Pasin Manurangsi, Krishna Giri Narra, Amer Sinha, Avinash V. Varadarajan, Chiyuan Zhang",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-denison-private-ceur-paper.pdf
Staging E-Commerce Products for Online Advertising using Retrieval Assisted Image Generation.,"Yueh-Ning Ku, Mikhail Kuznetsov, Shaunak Mishra, Paloma de Juan",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-ku-staging-ceur-paper.pdf
Practical Budget Pacing Algorithms and Simulation Test Bed for eBay Marketplace Sponsored Search.,"Phuong Ha Nguyen, Djordje Gligorijevic, Arnab Borah, Gajanan Adalinge, Abraham Bagherjeiran",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-nguyen-practical-ceur-paper.pdf
Towards the Better Ranking Consistency: A Multi-task Learning Framework for Early Stage Ads Ranking.,"Xuewei Wang, Qiang Jin, Shengyu Huang, Min Zhang, Xi Liu, Zhengli Zhao, Yukun Chen, Zhengyu Zhang, Jiyan Yang, Ellie Wen, Sagar Chordia, Wenlin Chen, Qin Huang",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-wang-towards-ceur-paper.pdf
AdaEnsemble: Learning Adaptively Sparse Structured Ensemble Network for Click-Through Rate Prediction.,"YaChen Yan, Liubo Li",AdKDD@KDD,2023,https://ceur-ws.org/Vol-3556/adkdd23-yan-adaensemble-ceur-paper.pdf
Detecting Network Transmission Anomalies using Autoencoders-SVM Neural Network on Multi-class NSL-KDD Dataset.,"Shehram Sikander Khan, Akalanka Bandara Mailewa",CCWC,2023,https://doi.org/10.1109/CCWC57344.2023.10099056
An investigation of the Intrusion detection system for the NSL-KDD dataset using machine-learning algorithms.,Yazan Alaya Al-Khassawneh,eIT,2023,https://doi.org/10.1109/eIT57321.2023.10187360
A Study of Imbalanced Dataset Classification on KDD99 Datasets with Reinforcement Learning Mechanism.,"Chih-Chen Pan, Yungho Leu",ICMLC,2023,https://doi.org/10.1109/ICMLC58545.2023.10327999
Trustworthy AI at KDD Lab.,"Fosca Giannotti, Riccardo Guidotti, Anna Monreale, Luca Pappalardo, Dino Pedreschi, Roberto Pellungrini, Francesca Pratesi, Salvatore Rinzivillo, Salvatore Ruggieri, Mattia Setzu, Rosaria Deluca",Ital-IA,2023,https://ceur-ws.org/Vol-3486/98.pdf
κHGCN: Tree-likeness Modeling via Continuous and Discrete Curvature Learning.,"Menglin Yang 0001, Min Zhou 0006, Lujia Pan, Irwin King",KDD,2023,https://doi.org/10.1145/3580305.3599532
FedDefender: Client-Side Attack-Tolerant Federated Learning.,"Sungwon Park 0001, Sungwon Han 0001, Fangzhao Wu, Sundong Kim, Bin Zhu 0008, Xing Xie 0001, Meeyoung Cha",KDD,2023,https://doi.org/10.1145/3580305.3599346
Densest Diverse Subgraphs: How to Plan a Successful Cocktail Party with Diversity.,"Atsushi Miyauchi 0001, Tianyi Chen, Konstantinos Sotiropoulos, Charalampos E. Tsourakakis",KDD,2023,https://doi.org/10.1145/3580305.3599306
"Connecting the Dots - Density-Connectivity Distance unifies DBSCAN, k-Center and Spectral Clustering.","Anna Beer 0001, Andrew Draganov, Ellen Hohma, Philipp Jahn 0001, Christian M. M. Frey, Ira Assent",KDD,2023,https://doi.org/10.1145/3580305.3599283
UnifieR: A Unified Retriever for Large-Scale Retrieval.,"Tao Shen 0001, Xiubo Geng, Chongyang Tao, Can Xu, Guodong Long, Kai Zhang 0033, Daxin Jiang",KDD,2023,https://doi.org/10.1145/3580305.3599927
MicroscopeSketch: Accurate Sliding Estimation Using Adaptive Zooming.,"Yuhan Wu 0001, Shiqi Jiang, Siyuan Dong, Zheng Zhong, Jiale Chen 0003, Yutong Hu 0002, Tong Yang 0003, Steve Uhlig, Bin Cui 0001",KDD,2023,https://doi.org/10.1145/3580305.3599432
Locality Sensitive Hashing for Optimizing Subgraph Query Processing in Parallel Computing Systems.,"Peng Peng 0001, Shengyi Ji, Zhen Tian, Hongbo Jiang 0001, Weiguo Zheng, Xuecang Zhang",KDD,2023,https://doi.org/10.1145/3580305.3599419
Treatment Effect Estimation with Adjustment Feature Selection.,"Haotian Wang 0001, Kun Kuang, Haoang Chi, Longqi Yang, Mingyang Geng, Wanrong Huang, Wenjing Yang 0002",KDD,2023,https://doi.org/10.1145/3580305.3599531
OPORP: One Permutation + One Random Projection.,"Ping Li 0001, Xiaoyun Li",KDD,2023,https://doi.org/10.1145/3580305.3599457
Graph Neural Processes for Spatio-Temporal Extrapolation.,"Junfeng Hu 0001, Yuxuan Liang, Zhencheng Fan, Hongyang Chen, Yu Zheng 0004, Roger Zimmermann",KDD,2023,https://doi.org/10.1145/3580305.3599372
Prescriptive PCA: Dimensionality Reduction for Two-stage Stochastic Optimization.,"Long He 0001, Ho-Yin Mak",KDD,2023,https://doi.org/10.1145/3580305.3599474
Impatient Bandits: Optimizing Recommendations for the Long-Term Without Delay.,"Thomas M. McDonald 0001, Lucas Maystre, Mounia Lalmas, Daniel Russo 0001, Kamil Ciosek",KDD,2023,https://doi.org/10.1145/3580305.3599386
XAI for Predictive Maintenance.,"João Gama 0001, Slawomir Nowaczyk, Sepideh Pashami, Rita P. Ribeiro, Grzegorz J. Nalepa, Bruno Veloso",KDD,2023,https://doi.org/10.1145/3580305.3599578
Finding Favourite Tuples on Data Streams with Provably Few Comparisons.,"Guangyi Zhang 0001, Nikolaj Tatti, Aristides Gionis",KDD,2023,https://doi.org/10.1145/3580305.3599352
Sketch-Based Anomaly Detection in Streaming Graphs.,"Siddharth Bhatia 0001, Mohit Wadhwa, Kenji Kawaguchi, Neil Shah, Philip S. Yu, Bryan Hooi",KDD,2023,https://doi.org/10.1145/3580305.3599504
IDToolkit: A Toolkit for Benchmarking and Developing Inverse Design Algorithms in Nanophotonics.,"Jia-Qi Yang 0001, Yucheng Xu, Jia-Lei Shen, Ke-Bin Fan, De-Chuan Zhan, Yang Yang 0074",KDD,2023,https://doi.org/10.1145/3580305.3599385
CF-GODE: Continuous-Time Causal Inference for Multi-Agent Dynamical Systems.,"Song Jiang 0002, Zijie Huang 0002, Xiao Luo 0001, Yizhou Sun",KDD,2023,https://doi.org/10.1145/3580305.3599272
Source-Free Domain Adaptation with Temporal Imputation for Time Series Data.,"Mohamed Ragab 0002, Emadeldeen Eldele, Min Wu 0008, Chuan-Sheng Foo, Xiaoli Li 0001, Zhenghua Chen",KDD,2023,https://doi.org/10.1145/3580305.3599507
Learning for Counterfactual Fairness from Observational Data.,"Jing Ma 0002, Ruocheng Guo, Aidong Zhang, Jundong Li",KDD,2023,https://doi.org/10.1145/3580305.3599408
How does the Memorization of Neural Networks Impact Adversarial Robust Models?,"Han Xu 0002, Xiaorui Liu, Wentao Wang 0006, Zitao Liu 0001, Anil K. Jain 0001, Jiliang Tang",KDD,2023,https://doi.org/10.1145/3580305.3599381
TwHIN-BERT: A Socially-Enriched Pre-trained Language Model for Multilingual Tweet Representations at Twitter.,"Xinyang Zhang 0002, Yury Malkov, Omar Florez, Serim Park, Brian McWilliams, Jiawei Han 0001, Ahmed El-Kishky",KDD,2023,https://doi.org/10.1145/3580305.3599921
Generalizing Graph ODE for Learning Complex System Dynamics across Environments.,"Zijie Huang 0002, Yizhou Sun, Wei Wang 0010",KDD,2023,https://doi.org/10.1145/3580305.3599362
Internal Logical Induction for Pixel-Symbolic Reinforcement Learning.,"Jiacheng Xu 0003, Chao Chen, Fuxiang Zhang, Lei Yuan 0001, Zongzhang Zhang, Yang Yu 0001",KDD,2023,https://doi.org/10.1145/3580305.3599393
"One-shot Joint Extraction, Registration and Segmentation of Neuroimaging Data.","Yao Su 0003, Zhentian Qian, Lei Ma, Lifang He 0001, Xiangnan Kong",KDD,2023,https://doi.org/10.1145/3580305.3599452
Constrained Social Community Recommendation.,"Xingyi Zhang 0003, Shuliang Xu, Wenqing Lin, Sibo Wang 0001",KDD,2023,https://doi.org/10.1145/3580305.3599793
Improving Expressivity of GNNs with Subgraph-specific Factor Embedded Normalization.,"Kaixuan Chen 0004, Shunyu Liu 0001, Tongtian Zhu, Ji Qiao, Yun Su, Yingjie Tian 0002, Tongya Zheng, Haofei Zhang, Zunlei Feng, Jingwen Ye, Mingli Song",KDD,2023,https://doi.org/10.1145/3580305.3599388
Ball Trajectory Inference from Multi-Agent Sports Contexts Using Set Transformer and Hierarchical Bi-LSTM.,"Hyunsung Kim 0004, Han-Jun Choi, Changjo Kim, Jinsung Yoon, Sang-Ki Ko",KDD,2023,https://doi.org/10.1145/3580305.3599779
Capacity Constrained Influence Maximization in Social Networks.,"Shiqi Zhang 0004, Yiqian Huang 0003, Jiachen Sun, Wenqing Lin, Xiaokui Xiao, Bo Tang 0016",KDD,2023,https://doi.org/10.1145/3580305.3599267
PlanRanker: Towards Personalized Ranking of Train Transfer Plans.,"Jia Xu 0005, Wanjie Tao, Zulong Chen, Jin Huang 0001, Huihui Liu, Hong Wen 0002, Shenghua Ni, Qun Dai, Yu Gu 0002",KDD,2023,https://doi.org/10.1145/3580305.3599887
Generative Flow Network for Listwise Recommendation.,"Shuchang Liu 0006, Qingpeng Cai 0001, Zhankui He, Bowen Sun, Julian J. McAuley, Dong Zheng, Peng Jiang 0002, Kun Gai",KDD,2023,https://doi.org/10.1145/3580305.3599364
Hyperbolic Graph Neural Networks: A Tutorial on Methods and Applications.,"Min Zhou 0006, Menglin Yang 0001, Bo Xiong, Hui Xiong 0001, Irwin King",KDD,2023,https://doi.org/10.1145/3580305.3599562
PDAS: A Practical Distributed ADMM System for Large-Scale Linear Programming Problems at Alipay.,"Jun Zhou 0011, Yang Bao 0008, Daohong Jian, Hua Wu",KDD,2023,https://doi.org/10.1145/3580305.3599883
Empowering Long-tail Item Recommendation through Cross Decoupling Network (CDN).,"Yin Zhang 0011, Ruoxi Wang, Derek Zhiyuan Cheng, Tiansheng Yao, Xinyang Yi, Lichan Hong, James Caverlee, Ed H. Chi",KDD,2023,https://doi.org/10.1145/3580305.3599814
Grace: Graph Self-Distillation and Completion to Mitigate Degree-Related Biases.,"Hui Xu 0011, Liyao Xiang, Femke Huang, Yuting Weng, Ruijie Xu 0005, Xinbing Wang, Chenghu Zhou",KDD,2023,https://doi.org/10.1145/3580305.3599368
Counterfactual Learning on Heterogeneous Graphs with Greedy Perturbation.,"Qiang Yang 0015, Changsheng Ma, Qiannan Zhang, Xin Gao 0001, Chuxu Zhang, Xiangliang Zhang 0001",KDD,2023,https://doi.org/10.1145/3580305.3599289
Metric@CustomerN: Evaluating Metrics at a Customer Level in E-Commerce.,"Mayank Singh 0017, Emily Ray, Marc Ferradou, Andrea Barraza-Urbina",EvalRS@KDD,2023,https://ceur-ws.org/Vol-3450/short2.pdf
Personalized Federated Learning with Parameter Propagation.,"Jun Wu 0019, Wenxuan Bao, Elizabeth A. Ainsworth, Jingrui He",KDD,2023,https://doi.org/10.1145/3580305.3599464
Generative Causal Interpretation Model for Spatio-Temporal Representation Learning.,"Yu Zhao 0021, Pan Deng, Junting Liu, Xiaofeng Jia, Jianwei Zhang",KDD,2023,https://doi.org/10.1145/3580305.3599363
Spatio-temporal Diffusion Point Processes.,"Yuan Yuan 0032, Jingtao Ding, Chenyang Shao, Depeng Jin, Yong Li 0008",KDD,2023,https://doi.org/10.1145/3580305.3599511
Towards Variance Reduction for Reinforcement Learning of Industrial Decision-making Tasks: A Bi-Critic based Demand-Constraint Decoupling Approach.,"Jianyong Yuan, Jiayi Zhang 0003, Zinuo Cai, Junchi Yan",KDD,2023,https://doi.org/10.1145/3580305.3599527
Quantifying Node Importance over Network Structural Stability.,"Fan Zhang 0036, Qingyuan Linghu, Jiadong Xie 0002, Kai Wang 0037, Xuemin Lin 0001, Wenjie Zhang 0001",KDD,2023,https://doi.org/10.1145/3580305.3599480
Meta Multi-agent Exercise Recommendation: A Game Application Perspective.,"Fei Liu 0038, Xuegang Hu, Shuochen Liu, Chenyang Bu, Le Wu",KDD,2023,https://doi.org/10.1145/3580305.3599429
Exploiting Intent Evolution in E-commercial Query Recommendation.,"Yu Wang 0158, Zhengyang Wang, Hengrui Zhang, Qingyu Yin, Xianfeng Tang, Yinghan Wang, Danqing Zhang, Limeng Cui, Monica Xiao Cheng, Bing Yin, Suhang Wang, Philip S. Yu",KDD,2023,https://doi.org/10.1145/3580305.3599821
Fragile Earth: AI for Climate Sustainability - From Wildfire Disaster Management to Public Health and Beyond.,"Naoki Abe, Kathleen Buckingham, Yuzhou Chen, Bistra Dilkina, Emre Eftelioglu, Auroop R. Ganguly, Yulia R. Gel, James Hodson, Ramakrishnan Kannan, Huikyo Lee, Jiafu Mao, Rose Yu",KDD,2023,https://doi.org/10.1145/3580305.3599217
epiDAMIK 6.0: The 6th International Workshop on Epidemiology meets Data Mining and Knowledge Discovery.,"Bijaya Adhikari, Alexander Rodríguez, Amulya Yadav, Sen Pei, Ajitesh Srivastava, Marie-Laure Charpignon, Anil Vullikanti, B. Aditya Prakash",KDD,2023,https://doi.org/10.1145/3580305.3599220
Minimizing Hitting Time between Disparate Groups with Shortcut Edges.,"Florian Adriaens, Honglian Wang, Aristides Gionis",KDD,2023,https://doi.org/10.1145/3580305.3599434
Maximizing Neutrality in News Ordering.,"Rishi Advani, Paolo Papotti, Abolfazl Asudeh",KDD,2023,https://doi.org/10.1145/3580305.3599425
"Fair Allocation Over Time, with Applications to Content Moderation.","Amine Allouah, Christian Kroer, Xuan Zhang, Vashist Avadhanula, Nona Bohanon, Anil Dania, Caner Gocmen, Sergey Pupyrev, Parikshit Shah, Nicolás Stier Moses, Ken Rodríguez Taarup",KDD,2023,https://doi.org/10.1145/3580305.3599340
LEA: Improving Sentence Similarity Robustness to Typos Using Lexical Attention Bias.,"Mario Almagro, Emilio J. Almazán, Diego Ortego, David Jiménez",KDD,2023,https://doi.org/10.1145/3580305.3599402
NFT-Based Data Marketplace with Digital Watermarking.,"Saeed Ranjbar Alvar, Mohammad Akbari, David (Ming Xuan) Yue, Yong Zhang 0004",KDD,2023,https://doi.org/10.1145/3580305.3599876
CADENCE: Offline Category Constrained and Diverse Query Generation for E-commerce Autosuggest.,"Abhinav Anand, Surender Kumar, Nandeesh Kumar, Samir Shah",KDD,2023,https://doi.org/10.1145/3580305.3599787
Learning to Solve Grouped 2D Bin Packing Problems in the Manufacturing Industry.,"Wenxuan Ao, Guozhen Zhang, Yong Li 0008, Depeng Jin",KDD,2023,https://doi.org/10.1145/3580305.3599860
Fusing Multimodal Signals on Hyper-complex Space for Extreme Abstractive Text Summarization (TL;DR) of Scientific Contents.,"Yash Kumar Atri, Vikram Goyal, Tanmoy Chakraborty 0002",KDD,2023,https://doi.org/10.1145/3580305.3599830
Rank-heterogeneous Preference Models for School Choice.,"Amel Awadelkarim, Arjun Seshadri, Itai Ashlagi, Irene Lo, Johan Ugander",KDD,2023,https://doi.org/10.1145/3580305.3599484
Knowledge Graph Reasoning over Entities and Numerical Values.,"Jiaxin Bai, Chen Luo 0003, Zheng Li 0018, Qingyu Yin, Bing Yin, Yangqiu Song",KDD,2023,https://doi.org/10.1145/3580305.3599399
Communication Efficient and Differentially Private Logistic Regression under the Distributed Setting.,"Ergute Bao, Dawei Gao, Xiaokui Xiao, Yaliang Li",KDD,2023,https://doi.org/10.1145/3580305.3599279
SMILE: Evaluation and Domain Adaptation for Social Media Language Understanding.,"Vasilisa Bashlovkina, Riley Matthews, Zhaobin Kuang, Simon Baumgartner, Michael Bendersky",KDD,2023,https://doi.org/10.1145/3580305.3599907
Preemptive Detection of Fake Accounts on Social Networks via Multi-Class Preferential Attachment Classifiers.,"Adam Breuer, Nazanin Khosravani Tehrani, Michael Tingley, Bradford Cottel",KDD,2023,https://doi.org/10.1145/3580305.3599471
Augmenting Rule-based DNS Censorship Detection at Scale with Machine Learning.,"Jacob Alexander Markson Brown, Xi Jiang 0007, Van Hong Tran, Arjun Nitin Bhagoji, Nguyen Phong Hoang, Nick Feamster, Prateek Mittal, Vinod Yegneswaran",KDD,2023,https://doi.org/10.1145/3580305.3599775
"On Improving the Cohesiveness of Graphs by Merging Nodes: Formulation, Analysis, and Algorithms.","Fanchen Bu, Kijung Shin",KDD,2023,https://doi.org/10.1145/3580305.3599449
RankFormer: Listwise Learning-to-Rank Using Listwide Labels.,"Maarten Buyl, Paul Missault, Pierre-Antoine Sondag",KDD,2023,https://doi.org/10.1145/3580305.3599892
MBrain: A Multi-channel Self-Supervised Learning Framework for Brain Signals.,"Donghong Cai, Junru Chen, Yang Yang 0009, Teng Liu, Yafeng Li",KDD,2023,https://doi.org/10.1145/3580305.3599426
Privacy Matters: Vertical Federated Linear Contextual Bandits for Privacy Protected Recommendation.,"Zeyu Cao, Zhipeng Liang, Bingzhe Wu, Shu Zhang 0013, Hangyu Li 0002, Ouyang Wen, Yu Rong 0001, Peilin Zhao",KDD,2023,https://doi.org/10.1145/3580305.3599475
When to Pre-Train Graph Neural Networks? From Data Generation Perspective!,"Yuxuan Cao, Jiarong Xu, Carl Yang 0001, Jiaan Wang, Yunchao Zhang, Chunping Wang 0001, Lei Chen, Yang Yang 0009",KDD,2023,https://doi.org/10.1145/3580305.3599548
Efficient Coreset Selection with Cluster-based Methods.,"Chengliang Chai, Jiayi Wang 0002, Nan Tang 0001, Ye Yuan 0001, Jiabin Liu, Yuhao Deng, Guoren Wang",KDD,2023,https://doi.org/10.1145/3580305.3599326
"SURE: Robust, Explainable, and Fair Classification without Sensitive Attributes.",Deepayan Chakrabarti,KDD,2023,https://doi.org/10.1145/3580305.3599514
Capturing Conversion Rate Fluctuation during Sales Promotions: A Novel Historical Data Reuse Approach.,"Zhangming Chan, Yu Zhang 0176, Shuguang Han, Yong Bai, Xiang-Rong Sheng, Siyuan Lou, Jiacen Hu, Baolin Liu 0001, Yuning Jiang 0001, Jian Xu 0015, Bo Zheng 0007",KDD,2023,https://doi.org/10.1145/3580305.3599788
Taming the Domain Shift in Multi-source Learning for Energy Disaggregation.,"Xiaomin Chang, Wei Li 0058, Yunchuan Shi, Albert Y. Zomaya",KDD,2023,https://doi.org/10.1145/3580305.3599910
Data-Efficient and Interpretable Tabular Anomaly Detection.,"Chun-Hao Chang, Jinsung Yoon, Sercan Ö. Arik, Madeleine Udell, Tomas Pfister",KDD,2023,https://doi.org/10.1145/3580305.3599294
TWIN: TWo-stage Interest Network for Lifelong User Behavior Modeling in CTR Prediction at Kuaishou.,"Jianxin Chang, Chenbin Zhang, Zhiyi Fu, Xiaoxue Zang, Lin Guan 0005, Jing Lu, Yiqun Hui, Dewei Leng, Yanan Niu, Yang Song 0008, Kun Gai",KDD,2023,https://doi.org/10.1145/3580305.3599922
PEPNet: Parameter and Embedding Personalized Network for Infusing with Personalized Prior Information.,"Jianxin Chang, Chenbin Zhang, Yiqun Hui, Dewei Leng, Yanan Niu, Yang Song 0008, Kun Gai",KDD,2023,https://doi.org/10.1145/3580305.3599884
Neural-Hidden-CRF: A Robust Weakly-Supervised Sequence Labeler.,"Zhijun Chen, Hailong Sun 0001, Wanhao Zhang, Chunyi Xu, Qianren Mao, Pengpeng Chen",KDD,2023,https://doi.org/10.1145/3580305.3599445
A Data-driven Region Generation Framework for Spatiotemporal Transportation Service Management.,"Liyue Chen, Jiangyi Fang, Zhe Yu 0001, Yongxin Tong, Shaosheng Cao, Leye Wang",KDD,2023,https://doi.org/10.1145/3580305.3599760
FS-REAL: Towards Real-World Cross-Device Federated Learning.,"Daoyuan Chen, Dawei Gao, Yuexiang Xie, Xuchen Pan, Zitao Li, Yaliang Li, Bolin Ding, Jingren Zhou",KDD,2023,https://doi.org/10.1145/3580305.3599829
Accelerating Personalized PageRank Vector Computation.,"Zhen Chen, Xingzhi Guo, Baojian Zhou, Deqing Yang, Steven Skiena",KDD,2023,https://doi.org/10.1145/3580305.3599251
Approximation Algorithms for Size-Constrained Non-Monotone Submodular Maximization in Deterministic Linear Time.,"Yixin Chen, Alan Kuhnle",KDD,2023,https://doi.org/10.1145/3580305.3599259
IPOC: An Adaptive Interval Prediction Model based on Online Chasing and Conformal Inference for Large-Scale Systems.,"Jiadong Chen, Yang Luo, Xiuqi Huang, Fuxin Jiang, Yangguang Shi, Tieying Zhang, Xiaofeng Gao 0001",KDD,2023,https://doi.org/10.1145/3580305.3599396
