Title,Authors,Venue,Year,URL
TSMO 2024: Two-sided Marketplace Optimization.,"Mihajlo Grbovic, Vladan Radosavljevic, Minmin Chen, Katerina Iliakopoulou-Zanos, Thanasis Noulas, Amit Goyal, Fabrizio Silvestri",KDD,2024,https://doi.org/10.1145/3637528.3671484
KDD workshop on Evaluation and Trustworthiness of Generative AI Models.,"Yuan Ling, Shujing Dong, Yarong Feng, Zongyi Joe Liu, George Karypis, Chandan K. Reddy",KDD,2024,https://doi.org/10.1145/3637528.3671481
epiDAMIK 2024: The 7th International Workshop on Epidemiology meets Data Mining and Knowledge Discovery.,"Alexander Rodríguez, Bijaya Adhikari, Ajitesh Srivastava, Sen Pei, Marie-Laure Charpignon, Kai Wang, Serina Chang, Anil Vullikanti, B. Aditya Prakash",KDD,2024,https://doi.org/10.1145/3637528.3671480
RelKD 2024: The Second International Workshop on Resource-Efficient Learning for Knowledge Discovery.,"Chuxu Zhang, Dongkuan Xu, Kaize Ding, Jundong Li, Mojan Javaheripi, Subhabrata Mukherjee, Nitesh V. Chawla, Huan Liu 0001",KDD,2024,https://doi.org/10.1145/3637528.3671487
The 5th International Workshop on Talent and Management Computing (TMC&apos;2024).,"Hengshu Zhu, Yong Ge, Hui Xiong 0001, Ee-Peng Lim",KDD,2024,https://doi.org/10.1145/3637528.3671479
The Solution for The PST-KDD-2024 OAG-Challenge.,"Shupeng Zhong, Xinger Li, Shushan Jin, Yang Yang",CoRR,2024,https://doi.org/10.48550/arXiv.2407.12827
Revisiting the Solution of Meta KDD Cup 2024: CRAG.,"Jie Ouyang, Yucong Luo, Mingyue Cheng, Daoyu Wang, Shuo Yu, Qi Liu 0003, Enhong Chen",CoRR,2024,https://doi.org/10.48550/arXiv.2409.15337
KddRES: A Multi-level Knowledge-driven Dialogue Dataset for Restaurant Towards Customized Dialogue System.,"Hongru Wang 0003, Wai-Chung Kwan, Min Li, Zimo Zhou, Kam-Fai Wong",Comput. Speech Lang.,2024,https://doi.org/10.1016/j.csl.2024.101637
Improving Network Security with Gradient Boosting from KDD Cup Dataset.,"Devanshi Dwivedi, Aditya Bhushan, Ashutosh Kumar Singh 0002, Snehlata",SN Comput. Sci.,2024,https://doi.org/10.1007/s42979-024-03240-2
KDDGAN: Knowledge-Guided Explicit Feature Disentanglement for Facial Attribute Editing.,"Ye Wang 0006, Qianmengke Zhao, Qun Liu 0005, Guoyin Wang 0001, Hong Yu 0007, Li Liu 0030, Jiaxu Leng",IEEE Trans. Consumer Electron.,2024,https://doi.org/10.1109/TCE.2023.3347274
Training Differentially Private Ad Prediction Models With Semi-Sensitive Features.,"Lynn Chua, Qiliang Cui, Badih Ghazi, Charlie Harrison, Pritish Kamath, Walid Krichene, Ravi Kumar 0001, Pasin Manurangsi, Nicolas Mayoraz, Hema Venkata Krishna Giri Narra, Steffen Rendle, Amer Sinha, Avinash V. Varadarajan, Chiyuan Zhang",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_15_ceur_paper.pdf
Leveraging Instrumental Variables in Online Advertising Auctions : Robust Click-Through-Rate Prediction.,"Ryohei Emori, Shinya Suzumura, Nobuyuki Shimizu, Takahiro Hoshino",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_08_ceur_paper.pdf
AFA: Auto-tuning Filters for Ads.,"Joobin Gharibshah, Mahmuda Rahman, Abraham Bagherjeiran",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_13_ceur_paper.pdf
Augmented Two-Stage Bandit Framework: Practical Approaches for Improved Online Ad Selection.,"Seowon Han, Ryan Lakritz, Hanxiao Wu",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_04_ceur_paper.pdf
SERP Interference Network and Its Applications in Search Advertising.,"Purak Jain, Sandeep Appala",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_12_ceur_paper.pdf
A Bag of Tricks for Scaling CPU-based Deep FFMs to more than 300m Predictions per Second.,"Blaz Skrlj, Benjamin Ben-Shalom, Grega Gaspersic, Adi Schwartz, Ramzi Hoseisi, Naama Ziporin, Davorin Kopic, Andraz Tori",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_02_ceur_paper.pdf
RankTower: A Synergistic Framework for Enhancing Two-Tower Pre-Ranking Model.,"Yachen Yan, Liubo Li",AdKDD@KDD,2024,https://ceur-ws.org/Vol-3837/paper_07_ceur_paper.pdf
Logically Explainable Malware Detection.,"Peter Anthony, Francesco Giannini, Michelangelo Diligenti, Marco Gori, Martin Homola, Stefan Balogh, Ján Mojzis",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper6.pdf
MASALA: Model-Agnostic Surrogate Explanations by Locality Adaptation.,"Saif Anwar, Nathan Griffiths, Abhir Bhalerao, Thomas Popham",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper7.pdf
Using Longitudinal Data for Plausible Counterfactual Explanations.,"Alexander Asemota, Giles Hooker",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper3.pdf
Ontology-grounded Automatic Knowledge Graph Construction by LLM under Wikidata schema.,"Xiaohan Feng, Xixin Wu, Helen Meng",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper19.pdf
Sparse Oblique Decision Trees: A Tool to Understand and Manipulate Neural Net Features.,"Suryabhan Singh Hada, Miguel Á. Carreira-Perpiñán, Arman Zharmagambetov",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper17.pdf
Towards Fast Visual Explanations of Local Path Planning with LIME and GAN.,"Amar Halilovic, Senka Krivic",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper1.pdf
Generative Models for Counterfactual Explanations.,"Daniil E. Kirilenko, Pietro Barbiero, Martin Gjoreski, Mitja Lustrek, Marc Langheinrich",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper5.pdf
Enhancing Interpretability in Multivariate Time Series Classification through Dimension and Feature Selection.,Zed Lee,HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper16.pdf
Evaluating the Reliability of Shapley Value Estimates: An Interval-Based Approach.,"Davide Napolitano, Luca Cagliero",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper14.pdf
From Must to May: Enabling Test-Time Feature Imputation and Interventions.,"Evan Rex, Mateo Espinosa Zarlenga, Andrei Margeloiu, Mateja Jamnik",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper9.pdf
GLEAMS: Bridging the Gap Between Local and Global Explanations.,"Giorgio Visani, Vincenzo Stanzione, Damien Garreau",HI-AI@KDD,2024,https://ceur-ws.org/Vol-3841/Paper8.pdf
KDD-LOAM: Jointly Learned Keypoint Detector and Descriptors Assisted LiDAR Odometry and Mapping.,"Renlang Huang, Minglei Zhao, Jiming Chen, Liang Li",ICRA,2024,https://doi.org/10.1109/ICRA57147.2024.10610557
KDDC: Knowledge-Driven Disentangled Causal Metric Learning for Pre-Travel Out-of-Town Recommendation.,"Yinghui Liu, Guojiang Shen, Chengyong Cui, Zhenzhen Zhao, Xiao Han 0004, Jiaxin Du, Xiangyu Zhao 0001, Xiangjie Kong 0001",IJCAI,2024,https://www.ijcai.org/proceedings/2024/244
Toward Structure Fairness in Dynamic Graph Embedding: A Trend-aware Dual Debiasing Approach.,"Yicong Li 0001, Yu Yang 0012, Jiannong Cao 0001, Shuaiqi Liu 0002, Haoran Tang, Guandong Xu 0001",KDD,2024,https://doi.org/10.1145/3637528.3671848
ReCTSi: Resource-efficient Correlated Time Series Imputation via Decoupled Pattern Learning and Completeness-aware Attentions.,"Zhichen Lai 0001, Dalin Zhang 0001, Huan Li 0003, Dongxiang Zhang, Hua Lu 0001, Christian S. Jensen",KDD,2024,https://doi.org/10.1145/3637528.3671816
GraphWiz: An Instruction-Following Language Model for Graph Computational Problems.,"Nuo Chen 0001, Yuhan Li 0001, Jianheng Tang, Jia Li 0009",KDD,2024,https://doi.org/10.1145/3637528.3672010
Towards Adaptive Neighborhood for Advancing Temporal Interaction Graph Modeling.,"Siwei Zhang 0001, Xi Chen 0072, Yun Xiong, Xixi Wu, Yao Zhang 0009, Yongrui Fu, Yinglong Zhao, Jiawei Zhang 0001",KDD,2024,https://doi.org/10.1145/3637528.3671877
Revisiting Local PageRank Estimation on Undirected Graphs: Simple and Optimal.,Hanzhi Wang 0001,KDD,2024,https://doi.org/10.1145/3637528.3671820
Generative AI Day.,"Jie Tang 0001, Yuxiao Dong, Michalis Vazirgiannis",KDD,2024,https://doi.org/10.1145/3637528.3673872
A Tutorial on Multi-Armed Bandit Applications for Large Language Models.,"Djallel Bouneffouf 0001, Raphaël Féraud",KDD,2024,https://doi.org/10.1145/3637528.3671440
The Fourth International Workshop on Smart Data for Blockchain and Distributed Ledger (SDBD&apos;24).,"Feida Zhu 0001, Jian Pei, Michael Zeller, Bingxue Zhang",KDD,2024,https://doi.org/10.1145/3637528.3671475
"AIM: Attributing, Interpreting, Mitigating Data Unfairness.","Zhining Liu 0002, Ruizhong Qiu, Zhichen Zeng 0001, Yada Zhu, Hendrik F. Hamann, Hanghang Tong",KDD,2024,https://doi.org/10.1145/3637528.3671797
AutoXPCR: Automated Multi-Objective Model Selection for Time Series Forecasting.,"Raphael Fischer 0001, Amal Saadallah",KDD,2024,https://doi.org/10.1145/3637528.3672057
Shopping Trajectory Representation Learning with Pre-training for E-commerce Customer Understanding and Recommendation.,"Yankai Chen 0001, Quoc-Tuan Truong, Xin Shen, Jin Li 0003, Irwin King",KDD,2024,https://doi.org/10.1145/3637528.3671747
Model-Agnostic Random Weighting for Out-of-Distribution Generalization.,"Yue He 0001, Pengfei Tian, Renzhe Xu, Xinwei Shen 0002, Xingxuan Zhang, Peng Cui 0001",KDD,2024,https://doi.org/10.1145/3637528.3671762
Hypformer: Exploring Efficient Transformer Fully in Hyperbolic Space.,"Menglin Yang 0001, Harshit Verma, Delvin Ce Zhang, Jiahong Liu 0001, Irwin King, Rex Ying",KDD,2024,https://doi.org/10.1145/3637528.3672039
ZeroG: Investigating Cross-dataset Zero-shot Transferability in Graphs.,"Yuhan Li 0001, Peisong Wang, Zhixun Li, Jeffrey Xu Yu, Jia Li 0009",KDD,2024,https://doi.org/10.1145/3637528.3671982
Systems for Scalable Graph Analytics and Machine Learning: Trends and Methods.,"Da Yan 0001, Lyuheng Yuan, Akhlaque Ahmad, Chenguang Zheng, Hongzhi Chen, James Cheng",KDD,2024,https://doi.org/10.1145/3637528.3671472
Your Neighbor Matters: Towards Fair Decisions Under Networked Interference.,"Wenjing Yang 0002, Haotian Wang 0001, Haoxuan Li 0001, Hao Zou 0001, Ruochun Jin, Kun Kuang, Peng Cui 0001",KDD,2024,https://doi.org/10.1145/3637528.3671960
COMET: NFT Price Prediction with Wallet Profiling.,"Tianfu Wang 0002, Liwei Deng 0001, Chao Wang 0086, Jianxun Lian, Yue Yan, Nicholas Jing Yuan, Qi Zhang 0066, Hui Xiong 0001",KDD,2024,https://doi.org/10.1145/3637528.3671621
Measuring an LLM&apos;s Proficiency at using APIs: A Query Generation Strategy.,"Ying Sheng 0002, Sudeep Gandhe, Bhargav Kanagal, Nick Edmonds, Zachary Fisher, Sandeep Tata, Aarush Selvan",KDD,2024,https://doi.org/10.1145/3637528.3671592
Graph Anomaly Detection with Few Labels: A Data-Centric Approach.,"Xiaoxiao Ma 0002, Ruikun Li 0001, Fanzhen Liu, Kaize Ding, Jian Yang 0001, Jia Wu 0001",KDD,2024,https://doi.org/10.1145/3637528.3671929
FAST: An Optimization Framework for Fast Additive Segmentation in Transparent ML.,"Brian Liu 0002, Rahul Mazumder",KDD,2024,https://doi.org/10.1145/3637528.3671996
Topology-aware Embedding Memory for Continual Learning on Expanding Networks.,"Xikun Zhang 0002, Dongjin Song, Yixin Chen 0001, Dacheng Tao",KDD,2024,https://doi.org/10.1145/3637528.3671732
Large Language Model-driven Meta-structure Discovery in Heterogeneous Information Network.,"Lin Chen 0002, Fengli Xu, Nian Li, Zhenyu Han, Meng Wang 0001, Yong Li 0008, Pan Hui 0001",KDD,2024,https://doi.org/10.1145/3637528.3671965
Unveiling Vulnerabilities of Contrastive Recommender Systems to Poisoning Attacks.,"Zongwei Wang 0002, Junliang Yu, Min Gao 0001, Hongzhi Yin, Bin Cui 0001, Shazia Sadiq",KDD,2024,https://doi.org/10.1145/3637528.3671795
Source Localization for Cross Network Information Diffusion.,"Chen Ling 0003, Tanmoy Chowdhury, Jie Ji, Sirui Li, Andreas Züfle, Liang Zhao 0002",KDD,2024,https://doi.org/10.1145/3637528.3671624
Reasoning and Planning with Large Language Models in Code Development.,"Hao Ding 0003, Ziwei Fan 0001, Ingo Gühring, Gaurav Gupta, Wooseok Ha, Jun Huan, Linbo Liu, Behrooz Omidvar-Tehrani, Shiqi Wang 0002, Hao Zhou",KDD,2024,https://doi.org/10.1145/3637528.3671452
Urban Foundation Models: A Survey.,"Weijia Zhang 0003, Jindong Han, Zhao Xu 0006, Hang Ni, Hao Liu 0026, Hui Xiong 0001",KDD,2024,https://doi.org/10.1145/3637528.3671453
Repeat-Aware Neighbor Sampling for Dynamic Graph Learning.,"Tao Zou 0003, Yuhao Mao, Junchen Ye, Bowen Du 0001",KDD,2024,https://doi.org/10.1145/3637528.3672001
DyGKT: Dynamic Graph Learning for Knowledge Tracing.,"Ke Cheng 0003, Linzhi Peng, Pengyang Wang, Junchen Ye, Leilei Sun, Bowen Du 0001",KDD,2024,https://doi.org/10.1145/3637528.3671773
Co-Neighbor Encoding Schema: A Light-cost Structure Encoding Method for Dynamic Link Prediction.,"Ke Cheng 0003, Linzhi Peng, Junchen Ye, Leilei Sun, Bowen Du 0001",KDD,2024,https://doi.org/10.1145/3637528.3671770
Weather Knows What Will Occur: Urban Public Nuisance Events Prediction and Control with Meteorological Assistance.,"Yi Xie 0003, Tianyu Qiu, Yun Xiong, Xiuqi Huang, Xiaofeng Gao 0001, Chao Chen 0004, Qiang Wang, Haihong Li",KDD,2024,https://doi.org/10.1145/3637528.3671639
Investigating Out-of-Distribution Generalization of GNNs: An Architecture Perspective.,"Kai Guo 0003, Hongzhi Wen, Wei Jin 0009, Yaming Guo, Jiliang Tang, Yi Chang 0001",KDD,2024,https://doi.org/10.1145/3637528.3671792
Large Language Model with Curriculum Reasoning for Visual Concept Recognition.,"Yipeng Zhang 0003, Xin Wang 0019, Hong Chen, Jiapei Fan, Weigao Wen, Hui Xue 0001, Hong Mei 0001, Wenwu Zhu 0001",KDD,2024,https://doi.org/10.1145/3637528.3671653
Is Aggregation the Only Choice? Federated Learning via Layer-wise Model Recombination.,"Ming Hu 0003, Zhihao Yue, Xiaofei Xie, Cheng Chen 0015, Yihao Huang 0001, Xian Wei, Xiang Lian, Yang Liu 0003, Mingsong Chen 0001",KDD,2024,https://doi.org/10.1145/3637528.3671722
Practical Single Domain Generalization via Training-time and Test-time Learning.,"Shuai Yang 0003, Zhen Zhang, Lichuan Gu",KDD,2024,https://doi.org/10.1145/3637528.3671806
Irregular Traffic Time Series Forecasting Based on Asynchronous Spatio-Temporal Graph Convolutional Networks.,"Weijia Zhang 0003, Le Zhang 0010, Jindong Han, Hao Liu 0026, Yanjie Fu, Jingbo Zhou, Yu Mei, Hui Xiong 0001",KDD,2024,https://doi.org/10.1145/3637528.3671665
Scalable Differentiable Causal Discovery in the Presence of Latent Confounders with Skeleton Posterior.,"Pingchuan Ma 0004, Rui Ding 0001, Qiang Fu 0015, Jiaru Zhang, Shuai Wang 0011, Shi Han, Dongmei Zhang 0001",KDD,2024,https://doi.org/10.1145/3637528.3672031
Adapting Job Recommendations to User Preference Drift with Behavioral-Semantic Fusion Learning.,"Xiao Han 0004, Chen Zhu 0003, Xiao Hu, Chuan Qin 0002, Xiangyu Zhao 0001, Hengshu Zhu",KDD,2024,https://doi.org/10.1145/3637528.3671759
Explanatory Model Monitoring to Understand the Effects of Feature Shifts on Performance.,"Thomas Decker 0004, Alexander Koebler, Michael Lebacher, Ingo Thon, Volker Tresp, Florian Buettner 0001",KDD,2024,https://doi.org/10.1145/3637528.3671959
Enhancing Multi-field B2B Cloud Solution Matching via Contrastive Pre-training.,"Haonan Chen 0005, Zhicheng Dou, Xuetong Hao, Yunhao Tao, Shiren Song, Zhenli Sheng",KDD,2024,https://doi.org/10.1145/3637528.3671513
Hate Speech Detection with Generalizable Target-aware Fairness.,"Tong Chen 0005, Danny Wang, Xurong Liang, Marten Risius, Gianluca Demartini, Hongzhi Yin",KDD,2024,https://doi.org/10.1145/3637528.3671821
A Review of Graph Neural Networks in Epidemic Modeling.,"Zewen Liu 0005, Guancheng Wan, B. Aditya Prakash, Max S. Y. Lau, Wei Jin 0009",KDD,2024,https://doi.org/10.1145/3637528.3671455
Multi-objective Learning to Rank by Model Distillation.,"Jie Tang 0008, Huiji Gao, Liwei He, Sanjeev Katariya",KDD,2024,https://doi.org/10.1145/3637528.3671597
Algorithmic Fairness Generalization under Covariate and Dependence Shifts Simultaneously.,"Chen Zhao 0010, Kai Jiang, Xintao Wu, Haoliang Wang, Latifur Khan, Christan Grant, Feng Chen 0001",KDD,2024,https://doi.org/10.1145/3637528.3671909
Truthful Bandit Mechanisms for Repeated Two-stage Ad Auctions.,"Haoming Li 0017, Yumou Liu, Zhenzhe Zheng, Zhilin Zhang 0003, Jian Xu 0015, Fan Wu 0006",KDD,2024,https://doi.org/10.1145/3637528.3671813
Distributional Network of Networks for Modeling Data Heterogeneity.,"Jun Wu 0019, Jingrui He, Hanghang Tong",KDD,2024,https://doi.org/10.1145/3637528.3671994
CE-RCFR: Robust Counterfactual Regression for Consensus-Enabled Treatment Effect Estimation.,"Fan Wang 0020, Chaochao Chen 0001, Weiming Liu 0005, Tianhao Fan, Xinting Liao, Yanchao Tan, Lianyong Qi, Xiaolin Zheng",KDD,2024,https://doi.org/10.1145/3637528.3672054
UniST: A Prompt-Empowered Universal Model for Urban Spatio-Temporal Prediction.,"Yuan Yuan 0032, Jingtao Ding, Jie Feng 0002, Depeng Jin, Yong Li 0008",KDD,2024,https://doi.org/10.1145/3637528.3671662
Multi-Task Learning for Routing Problem with Cross-Problem Zero-Shot Generalization.,"Fei Liu 0044, Xi Lin 0001, Zhenkun Wang 0001, Qingfu Zhang 0001, Xialiang Tong, Mingxuan Yuan",KDD,2024,https://doi.org/10.1145/3637528.3672040
BadSampler:  Harnessing the Power of Catastrophic Forgetting to Poison Byzantine-robust Federated Learning.,"Yi Liu 0057, Cong Wang 0001, Xingliang Yuan",KDD,2024,https://doi.org/10.1145/3637528.3671879
CutAddPaste: Time Series Anomaly Detection by Exploiting Abnormal Knowledge.,"Rui Wang 0118, Xudong Mou, Renyu Yang, Kai Gao, Pin Liu, Chongwei Liu, Tianyu Wo, Xudong Liu 0001",KDD,2024,https://doi.org/10.1145/3637528.3671739
Decoding the AI Pen: Techniques and Challenges in Detecting AI-Generated Text.,"Sara Abdali, Richard Anarfi, C. J. Barberan, Jia He",KDD,2024,https://doi.org/10.1145/3637528.3671463
Dynamic Pricing for Multi-Retailer Delivery Platforms with Additive Deep Learning and Evolutionary Optimization.,"Ahmed Abdulaal, Ali Polat, Hari Narayan, Wenrong Zeng, Yimin Yi",KDD,2024,https://doi.org/10.1145/3637528.3671634
Television Discourse Decoded: Comprehensive Multimodal Analytics at Scale.,"Anmol Agarwal, Pratyush Priyadarshi, Shiven Sinha, Shrey Gupta, Hitkul Jangra, Ponnurangam Kumaraguru, Kiran Garimella",KDD,2024,https://doi.org/10.1145/3637528.3671532
GEO: Generative Engine Optimization.,"Pranjal Aggarwal, Vishvak Murahari, Tanmay Rajpurohit, Ashwin Kalyan, Karthik Narasimhan, Ameet Deshpande",KDD,2024,https://doi.org/10.1145/3637528.3671900
Approximating Memorization Using Loss Surface Geometry for Dataset Pruning and Summarization.,"Andrea Agiollo, Young In Kim, Rajiv Khanna",KDD,2024,https://doi.org/10.1145/3637528.3671985
Resilient k-Clustering.,"Sara Ahmadian, MohammadHossein Bateni, Hossein Esfandiari, Silvio Lattanzi, Morteza Monemizadeh, Ashkan Norouzi-Fard",KDD,2024,https://doi.org/10.1145/3637528.3671888
Machine Learning in Finance.,"Leman Akoglu, Nitesh V. Chawla, Josep Domingo-Ferrer, Eren Kurshan, Senthil Kumar, Vidyut M. Naware, José A. Rodríguez-Serrano, Isha Chaturvedi, Saurabh Nagrecha, Mahashweta Das, Tanveer A. Faruquie",KDD,2024,https://doi.org/10.1145/3637528.3671488
Workshop on Deep Learning and Large Language Models for Knowledge Graphs (DL4KG).,"Mehwish Alam, Davide Buscaldi, Michael Cochez, Genet Asefa Gesese, Francesco Osborne, Diego Reforgiato Recupero",KDD,2024,https://doi.org/10.1145/3637528.3671491
DDCDR: A Disentangle-based Distillation Framework for Cross-Domain Recommendation.,"Zhicheng An, Zhexu Gu, Li Yu, Ke Tu, Zhengwei Wu, Binbin Hu, Zhiqiang Zhang 0012, Lihong Gu, Jinjie Gu",KDD,2024,https://doi.org/10.1145/3637528.3671605
Dense Subgraph Discovery Meets Strong Triadic Closure.,"Chamalee Wickrama Arachchi, Iiro Kumpulainen, Nikolaj Tatti",KDD,2024,https://doi.org/10.1145/3637528.3671697
From Word-prediction to Complex Skills: Compositional Thinking and Metacognition in LLMs.,Sanjeev Arora,KDD,2024,https://doi.org/10.1145/3637528.3672193
Statistical Models of Top-k Partial Orders.,"Amel Awadelkarim, Johan Ugander",KDD,2024,https://doi.org/10.1145/3637528.3672014
A Learned Generalized Geodesic Distance Function-Based Approach for Node Feature Augmentation on Graphs.,"Amitoz Azad, Yuan Fang 0001",KDD,2024,https://doi.org/10.1145/3637528.3671858
Semi-Supervised Learning for Time Series Collected at a Low Sampling Rate.,"Minyoung Bae, Yooju Shin, Youngeun Nam, Youngseop Lee, Jae-Gil Lee 0001",KDD,2024,https://doi.org/10.1145/3637528.3672033
Responsible AI Day.,"Ricardo Baeza-Yates, Nataly Buslón",KDD,2024,https://doi.org/10.1145/3637528.3673867
A Hands-on Introduction to Time Series Classification and Regression.,"Anthony J. Bagnall, Matthew Middlehurst, Germain Forestier, Ali Ismail-Fawaz, Antoine Guillaume, David Guijo-Rubio, Chang Wei Tan, Angus Dempster, Geoffrey I. Webb",KDD,2024,https://doi.org/10.1145/3637528.3671443
GradCraft: Elevating Multi-task Recommendations through Holistic Gradient Crafting.,"Yimeng Bai, Yang Zhang 0072, Fuli Feng, Jing Lu, Xiaoxue Zang, Chenyi Lei, Yang Song 0008",KDD,2024,https://doi.org/10.1145/3637528.3671585
Understanding Inter-Session Intentions via Complex Logical Reasoning.,"Jiaxin Bai, Chen Luo 0003, Zheng Li 0018, Qingyu Yin, Yangqiu Song",KDD,2024,https://doi.org/10.1145/3637528.3671808
Towards Robust Information Extraction via Binomial Distribution Guided Counterpart Sequence.,"Yinhao Bai, Yuhua Zhao, Zhixin Han, Hang Gao 0003, Chao Xue, Mengting Hu",KDD,2024,https://doi.org/10.1145/3637528.3672067
Meta Clustering of Neural Bandits.,"Yikun Ban, Yunzhe Qi, Tianxin Wei, Lihui Liu, Jingrui He",KDD,2024,https://doi.org/10.1145/3637528.3671691
Improved Active Covering via Density-Based Space Transformation.,"MohammadHossein Bateni, Hossein Esfandiari, Samira Hossein Ghorban, Alipasha Montaseri",KDD,2024,https://doi.org/10.1145/3637528.3671794
Large Scale Generative AI Text Applied to Sports and Music.,"Aaron K. Baughman, Eduardo Morales, Rahul Agarwal, Gozde Akay, Rogério Feris, Tony Johnson, Stephen Hammer, Leonid Karlinsky",KDD,2024,https://doi.org/10.1145/3637528.3671542
Graph Mamba: Towards Learning on Graphs with State Space Models.,"Ali Behrouz, Farnoosh Hashemi",KDD,2024,https://doi.org/10.1145/3637528.3672044
AI for Nature: From Science to Impact.,Tanya Y. Berger-Wolf,KDD,2024,https://doi.org/10.1145/3637528.3672192
Evading Community Detection via Counterfactual Neighborhood Search.,"Andrea Bernini, Fabrizio Silvestri, Gabriele Tolomei",KDD,2024,https://doi.org/10.1145/3637528.3671896
FaultInsight: Interpreting Hyperscale Data Center Host Faults.,"Tingzhu Bi, Yang Zhang, Yicheng Pan 0002, Yu Zhang, Meng Ma 0001, Xinrui Jiang 0001, Linlin Han, Feng Wang, Xian Liu, Ping Wang 0003",KDD,2024,https://doi.org/10.1145/3637528.3672051
Learning the Covariance of Treatment Effects Across Many Weak Experiments.,"Aurélien Bibaut, Winston Chou, Simon Ejdemyr, Nathan Kallus",KDD,2024,https://doi.org/10.1145/3637528.3672034
