Title,Authors,Venue,Year,URL
4th Workshop on Deep Learning Practice and Theory for High-Dimensional Sparse and Imbalanced Data with KDD 2022.,"Roberto Corizzo, Junfeng Ge, Colin Bellinger, Xiaoqiang Zhu, Paula Branco, Kuang-chih Lee, Nathalie Japkowicz, Ruiming Tang, Tao Zhuang, Han Zhu 0001, Biye Jiang, Jiaxin Mao, Weinan Zhang 0001",KDD,2022,https://doi.org/10.1145/3534678.3542896
The KDD 2022 Workshop on Causal Discovery (CD2022).,"Thuc Duy Le, Lin Liu 0003, Emre Kiciman, Sofia Triantafyllou, Huan Liu 0001",KDD,2022,https://doi.org/10.1145/3534678.3542890
Visualization in Data Science VDS @ KDD 2022.,"Claudia Plant, Nina C. Hubig, Junming Shao, Alvitta Ottley, Liang Gou, Torsten Möller, Adam Perer, Alexander Lex, Anamaria Crisan",KDD,2022,https://doi.org/10.1145/3534678.3542903
"KDD &apos;22: The 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, Washington, DC, USA, August 14 - 18, 2022","Aidong Zhang, Huzefa Rangwala",KDD,2022,https://doi.org/10.1145/3534678
"The KDD&apos;22 Workshop on Causal Discovery, 15 August 2022, Washington DC, USA","Thuc Duy Le, Lin Liu 0003, Emre Kiciman, Sofia Triantafyllou, Huan Liu 0001","['CD@KDD', 'Proceedings of Machine Learning Research']",2022,https://proceedings.mlr.press/v185/
"KDD 2022 Workshop on Decision Intelligence and Analytics for Online Marketplaces: Jobs, Ridesharing, Retail, and Beyond.","Zhiwei (Tony) Qin, Liangjie Hong, Rui Song 0006, Hongtu Zhu, Mohammed Korayem, Haiyan Luo, Michael I. Jordan",SIGKDD Explor.,2022,https://doi.org/10.1145/3575637.3575648
Intrusion Detection Systems Using Support Vector Machines on the KDDCUP&apos;99 and NSL-KDD Datasets: A Comprehensive Survey.,"Mikel K. Ngueajio, Gloria J. Washington, Danda B. Rawat, Yolande Ngueabou",IntelliSys,2022,https://doi.org/10.1007/978-3-031-16078-3_42
21th International Workshop on Data Mining in Bioinformatics (BIOKDD 2022).,"Da Yan 0001, Catia Pesquita, Carsten Görg, Jake Y. Chen, Mohammed J. Zaki",KDD,2022,https://doi.org/10.1145/3534678.3542888
AdKDD 2022.,"Abraham Bagherjeiran, Nemanja Djuric, Mihajlo Grbovic, Kuang-Chih Lee, Kun Liu, Wei Liu 0007, Linsey Pang, Vladan Radosavljevic, Suju Rajan, Kexin Xie",KDD,2022,https://doi.org/10.1145/3534678.3542920
The Fourth Workshop on Adversarial Learning Methods for Machine Learning and Data Mining (AdvML 2022).,"Pin-Yu Chen, Cho-Jui Hsieh, Bo Li 0026, Sijia Liu 0001",KDD,2022,https://doi.org/10.1145/3534678.3542897
