Index,University,Artificial Intelligence & Machine Learning,Data Science & Data Mining,Computer Vision & Image Processing,Natural Language Processing,Systems & Networking,Databases,Security & Privacy,Human Computer Interaction,Theoretical Computer Science,Software Engineering,Computer Graphics & Virtual Reality,Quantum Computing,Interdisciplinary Fields,Continent
165,TU Delft,0,0,0.04,0,0,0,0,0,0,0,0,0,0,europe
166,Ecole Normale Superieure de Cachan,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
167,New York University,0,0,2.6444444444444444,0,0,0,0,0,0,0,0,0,0,North America
168,IMDEA Software Institute,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
169,Uppsala University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
170,University of North Carolina,0,0,0.29375,0,0,0,0,0,0,0,0,0,0,North America
171,University of Pennsylvania,0,0,0.12,0,0,0,0,0,0,0,0,0,0,North America
172,Princeton University,0,0,6.876944444444444,0,0,0,0,0,0,0,0,0,0,North America
173,University of Connecticut,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
174,Northwestern University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
175,University of Melbourne,0,0,0.0,0,0,0,0,0,0,0,0,0,0,australasia
176,University of Tennessee,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
177,TU Clausthal,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
178,Saarland University,0,0,1.25,0,0,0,0,0,0,0,0,0,0,europe
179,University of Massachusetts Amherst,0,0,4.237847222222222,0,0,0,0,0,0,0,0,0,0,North America
180,Carnegie Mellon University,0,0,6.6582638888888885,0,0,0,0,0,0,0,0,0,0,North America
181,University of Magdeburg,0,0,0.08,0,0,0,0,0,0,0,0,0,0,europe
182,University of Münster,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
183,Duke University,0,0,1.0,0,0,0,0,0,0,0,0,0,0,North America
184,University of Vienna,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
185,Northern Arizona University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
186,UNSW,0,0,0.0,0,0,0,0,0,0,0,0,0,0,australasia
187,University of Trier,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
188,Vanderbilt University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
189,University of Potsdam,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
190,Bauhaus University Weimar,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
191,University of Amsterdam,0,0,1.2622222222222224,0,0,0,0,0,0,0,0,0,0,europe
192,Tel Aviv University,0,0,4.828194444444445,0,0,0,0,0,0,0,0,0,0,europe
193,IIT Guwahati,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
194,Technion,0,0,2.2344444444444447,0,0,0,0,0,0,0,0,0,0,europe
195,Bar-Ilan University,0,0,1.015625,0,0,0,0,0,0,0,0,0,0,europe
196,KTH Royal Institute of Technology,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
197,Ecole Normale Superieure de Lyon,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
198,Aalborg University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
199,KAIST,0,0,5.010555555555555,0,0,0,0,0,0,0,0,0,0,asia
200,Sungkyunkwan University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
201,TU Munich,0,0,5.77483024691358,0,0,0,0,0,0,0,0,0,0,europe
202,UFPE,0,0,0.0,0,0,0,0,0,0,0,0,0,0,southamerica
203,CRIStAL,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
204,Indiana University,0,0,0.0277777777777777,0,0,0,0,0,0,0,0,0,0,North America
205,Université libre de Bruxelles,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
206,University of Montreal,0,0,3.081310941043084,0,0,0,0,0,0,0,0,0,0,North America
207,IIT Bombay,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
208,Macquarie University,0,0,1.0,0,0,0,0,0,0,0,0,0,0,australasia
209,EURECOM,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
210,Aberystwyth University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
211,University of Luxembourg,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
212,University of Waterloo,0,0,1.875,0,0,0,0,0,0,0,0,0,0,North America
213,Universidade de Lisboa,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
214,University of Manchester,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
215,Australian National University,0,0,0.3112244897959182,0,0,0,0,0,0,0,0,0,0,australasia
216,Universidade NOVA de Lisboa,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
217,University of Hannover,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
218,University of Freiburg,0,0,1.6911111111111112,0,0,0,0,0,0,0,0,0,0,europe
219,Yonsei University,0,0,1.125,0,0,0,0,0,0,0,0,0,0,asia
220,University of Hamburg,0,0,1.0,0,0,0,0,0,0,0,0,0,0,europe
221,Stellenbosch University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,africa
222,University of Marburg,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
223,ETH Zurich,0,0,2.547095090501684,0,0,0,0,0,0,0,0,0,0,europe
224,University of Regensburg,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,europe
225,Hamburg University of Technology,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
226,Humboldt University of Berlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
227,University of Augsburg,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
228,Karlsruhe Institute of Technology,0,0,1.5277777777777777,0,0,0,0,0,0,0,0,0,0,europe
229,Seoul National University,0,0,4.491388888888888,0,0,0,0,0,0,0,0,0,0,asia
230,TU Freiberg,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
231,Graz University of Technology,0,0,3.2847222222222223,0,0,0,0,0,0,0,0,0,0,europe
232,University of Stuttgart,0,0,1.125,0,0,0,0,0,0,0,0,0,0,europe
233,University of Waikato,0,0,0.0,0,0,0,0,0,0,0,0,0,0,australasia
234,University of Sussex,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
235,University of Klagenfurt,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
236,University of Sydney,0,0,1.0,0,0,0,0,0,0,0,0,0,0,australasia
237,Max Planck Society,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
238,University of Kassel,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
239,University of Kiel,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
240,University of Bayreuth,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
241,Hasso Plattner Institute,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
242,Sabancı University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
243,Tufts University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
244,University of Nebraska,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
245,UFMG,0,0,0.0,0,0,0,0,0,0,0,0,0,0,southamerica
246,University of Mainz,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
247,Univ. of Illinois at Urbana-Champaign,0,0,0.6944444444444444,0,0,0,0,0,0,0,0,0,0,North America
248,University of Auckland,0,0,0.0,0,0,0,0,0,0,0,0,0,0,australasia
249,Université de Sherbrooke,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
250,Universidad Nacional de Córdoba,0,0,0.0,0,0,0,0,0,0,0,0,0,0,southamerica
251,McGill University,0,0,1.0,0,0,0,0,0,0,0,0,0,0,North America
252,University of Tübingen,0,0,2.298611111111111,0,0,0,0,0,0,0,0,0,0,europe
253,Michigan State University,0,0,0.12,0,0,0,0,0,0,0,0,0,0,North America
254,ISI Kolkata,0,0,0.04,0,0,0,0,0,0,0,0,0,0,asia
255,George Washington University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
256,IIT Kharagpur,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
257,University of Delhi,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
258,IISc Bangalore,0,0,2.0,0,0,0,0,0,0,0,0,0,0,asia
259,IIT Hyderabad,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
260,Pennsylvania State University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
261,Colorado State University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
262,Syracuse University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
263,Xidian University,0,0,0.0277777777777777,0,0,0,0,0,0,0,0,0,0,asia
264,Renmin University of China,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
