Faculty Name,University,Conference,Category,Score,Matched
Asja Fischer,Ruhr-University Bochum,CVPR,Computer Vision & Image Processing,0.01,Yes
Aaron C. Courville,University of Montreal,CVPR,Computer Vision & Image Processing,0.01,Yes
Simon Lacoste-Julien,University of Montreal,CVPR,Computer Vision & Image Processing,0.01,Yes
Jia Deng 0001,Princeton University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Kai Li 0001,Princeton University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Li Fei-Fei 0001,Stanford University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Justus Thies,TU Darmstadt,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Saining Xie,New York University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yunchao Wei,Beijing Jiaotong University,CVPR,Computer Vision & Image Processing,0.04,Yes
David McAllester,TTI Chicago,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jesse Davis,KU Leuven,CVPR,Computer Vision & Image Processing,0.25,Yes
Ramesh Raskar,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ryan Farrell,Brigham Young University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Vishnu Suresh Lokhande,University at Buffalo,CVPR,Computer Vision & Image Processing,0.0625,Yes
Vikas Singh,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.0625,Yes
Muhan Zhang,Peking University,CVPR,Computer Vision & Image Processing,0.04,Yes
Roman Garnett,Washington University in St. Louis,CVPR,Computer Vision & Image Processing,0.04,Yes
Gustavo Carneiro 0001,University of Surrey,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ian D. Reid 0001,MBZUAI,CVPR,Computer Vision & Image Processing,0.0625,Yes
Frank Hutter,University of Freiburg,CVPR,Computer Vision & Image Processing,0.25,Yes
Hamed Pirsiavash,Univ. of California - Davis,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jana Kosecka,George Mason University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Alessio Benavoli,Trinity College Dublin,CVPR,Computer Vision & Image Processing,0.0625,Yes
Christopher Potts,Stanford University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Christopher D. Manning,Stanford University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Eugene Belilovsky,Concordia University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Sandeep Kumar,IIT Delhi,CVPR,Computer Vision & Image Processing,0.0625,Yes
Varun Chandola,University at Buffalo,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Daniel Cohen-Or,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Dani Lischinski,Hebrew University of Jerusalem,CVPR,Computer Vision & Image Processing,0.04,Yes
Piotr Bilinski,University of Warsaw,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jaakko Lehtinen,Aalto University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Guiguang Ding,Tsinghua University,CVPR,Computer Vision & Image Processing,0.01,Yes
Mathieu Salzmann,EPFL,CVPR,Computer Vision & Image Processing,0.04,Yes
Olga Russakovsky,Princeton University,CVPR,Computer Vision & Image Processing,0.01,Yes
Amir R. Zamir,EPFL,CVPR,Computer Vision & Image Processing,0.0625,Yes
Christian Richardt,University of Bath,CVPR,Computer Vision & Image Processing,0.04,Yes
Sepp Hochreiter,JKU Linz,CVPR,Computer Vision & Image Processing,0.25,Yes
Sumit Chopra,New York University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Edward Johns,Imperial College London,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Dylan Campbell,Australian National University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Stephen Gould,Australian National University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Carsten Rother,Heidelberg University,CVPR,Computer Vision & Image Processing,0.25,Yes
Alexander Krull,University of Birmingham,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Stefan Gumhold,TU Dresden,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Yoshimitsu Aoki,Keio University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Padhraic Smyth,Univ. of California - Irvine,CVPR,Computer Vision & Image Processing,0.25,Yes
Rainer Stiefelhagen,Karlsruhe Institute of Technology,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Sang-Wook Kim,Hanyang University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Bei Yu 0001,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0625,Yes
Evangeline F. Y. Young,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jakub M. Tomczak,VU Amsterdam,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Max Welling,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Nuno Vasconcelos,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.25,Yes
Nicu Sebe,University of Trento,CVPR,Computer Vision & Image Processing,0.04,Yes
Jeannette Bohg,Stanford University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yadong Mu,Peking University,CVPR,Computer Vision & Image Processing,0.01,Yes
Pablo Arbelaez,Universidad de los Andes,CVPR,Computer Vision & Image Processing,0.04,Yes
Hanbyul Joo,Seoul National University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Gerard Pons-Moll,University of Tübingen,CVPR,Computer Vision & Image Processing,0.0625,Yes
Linchao Bao,University of Birmingham,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Svetlana Lazebnik,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.25,Yes
Kostas Daniilidis,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.015625,Yes
Yasutaka Furukawa,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Nam Ik Cho,Seoul National University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Karthik Narasimhan,Princeton University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Aishwarya Agrawal,University of Montreal,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Enkelejda Kasneci,TU Munich,CVPR,Computer Vision & Image Processing,0.015625,Yes
Lourdes Agapito,University College London,CVPR,Computer Vision & Image Processing,0.0625,Yes
Gyeongsik Moon,Korea University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Kyoung Mu Lee,Seoul National University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Can Gao,Shenzhen University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yici Cai,Tsinghua University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Chuang Gan,University of Massachusetts Amherst,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Gim Hee Lee,National University of Singapore,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Marc Alexa,TU Berlin,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Denis Zorin,New York University,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Daniele Panozzo,New York University,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Armando Solar-Lezama,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.015625,Yes
Wojciech Matusik,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.015625,Yes
Hilde Kuehne,University of Tübingen,CVPR,Computer Vision & Image Processing,0.04,Yes
Derek Hoiem,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.0625,Yes
Dan Alistarh,IST Austria,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Chandrajit L. Bajaj,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.25,Yes
Tom Heskes,Radboud University,CVPR,Computer Vision & Image Processing,0.25,Yes
Saurabh Gupta 0001,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.0082644628099173,Yes
Chee Seng Chan,University of Malaya,CVPR,Computer Vision & Image Processing,0.0069444444444444,Yes
Bharath Hariharan,Cornell University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ruohan Gao,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Dinesh Jayaraman,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Dongfang Liu,Rochester Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Honghui Shi,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Dezhong Peng,Sichuan University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Guangming Lu,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.04,Yes
Tolga Tasdizen,University of Utah,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Kevin Smith,KTH Royal Institute of Technology,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Pascal Fua,EPFL,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Sabine Süsstrunk,EPFL,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Tong Zhang 0001,HKUST,CVPR,Computer Vision & Image Processing,0.015625,Yes
Kaiqi Huang,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Gang Zeng,Peking University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Guosheng Lin,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Seungryong Kim,KAIST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Chaoqi Chen,Shenzhen University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yizhou Yu,University of Hong Kong,CVPR,Computer Vision & Image Processing,0.04,Yes
Ghassan Hamarneh,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jane Bromley,Open University UK,CVPR,Computer Vision & Image Processing,0.04,Yes
Yuri Boykov,University of Waterloo,CVPR,Computer Vision & Image Processing,0.25,Yes
Vladimir Kolmogorov,IST Austria,CVPR,Computer Vision & Image Processing,0.25,Yes
Achi Brandt,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ronen Basri,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yonatan Bisk,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Robin Jia,University of Southern California,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Huaizu Jiang,Northeastern University,CVPR,Computer Vision & Image Processing,0.04,Yes
Chi-Wing Fu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Chunxia Xiao,Wuhan University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Peter Ochs,Saarland University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Thomas Brox,University of Freiburg,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jianbing Shen,University of Macau,CVPR,Computer Vision & Image Processing,0.0625,Yes
Shiliang Zhang,Peking University,CVPR,Computer Vision & Image Processing,0.25,Yes
Ravi Ramamoorthi,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.04,Yes
Daniel Cremers,TU Munich,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Michael Lustig,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.25,Yes
David A. Wagner 0001,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jun-Kun Wang,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Barzan Mozafari,University of Michigan,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
John C. Duchi,Stanford University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Fengxiang He,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.25,Yes
Kui Jia,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.04,Yes
Namhoon Lee,POSTECH,CVPR,Computer Vision & Image Processing,0.0625,Yes
Guha Balakrishnan,Rice University,CVPR,Computer Vision & Image Processing,0.04,Yes
Ryan Prescott Adams,Princeton University,CVPR,Computer Vision & Image Processing,0.25,Yes
Michael Maire,University of Chicago,CVPR,Computer Vision & Image Processing,0.015625,Yes
Dima Damen,University of Bristol,CVPR,Computer Vision & Image Processing,0.01,Yes
Hazel Doughty,Leiden University,CVPR,Computer Vision & Image Processing,0.01,Yes
Giovanni Maria Farinella,University of Catania,CVPR,Computer Vision & Image Processing,0.01,Yes
Antonino Furnari,University of Catania,CVPR,Computer Vision & Image Processing,0.01,Yes
Josef Sivic,Czech Technical University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Zhangyang Wang,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.0625,Yes
Evan Shelhamer,University of British Columbia,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Joonseok Lee,Seoul National University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Shiry Ginosar,TTI Chicago,CVPR,Computer Vision & Image Processing,0.0625,Yes
Alexei A. Efros,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.0625,Yes
Colin Raffel,University of Toronto,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Wangmeng Zuo,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.04,Yes
Hermann Ney,RWTH Aachen University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Changshui Zhang,Tsinghua University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Richard Bowden,University of Surrey,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jiri Matas,Czech Technical University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Seong-Whan Lee,Korea University,CVPR,Computer Vision & Image Processing,0.25,Yes
Mingyu Ding,University of North Carolina,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Frederic Sala,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.0625,Yes
Lise Getoor,Univ. of California - Santa Cruz,CVPR,Computer Vision & Image Processing,0.04,Yes
Jiasi Chen,University of Michigan,CVPR,Computer Vision & Image Processing,0.25,Yes
Jingkuan Song,Tongji University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Lior Wolf,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.25,Yes
Joachim Weickert,Saarland University,CVPR,Computer Vision & Image Processing,0.25,Yes
Andrés Bruhn,University of Stuttgart,CVPR,Computer Vision & Image Processing,0.0625,Yes
Junyuan Xie,Nanjing University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Zhedong Zheng,University of Macau,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yichao Yan,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Laura Waller,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.0625,Yes
Lawrence Carin,Duke University,CVPR,Computer Vision & Image Processing,0.04,Yes
Gui-Song Xia,Wuhan University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yun-Nung Chen,National Taiwan University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Michalis K. Titsias,AUEB,CVPR,Computer Vision & Image Processing,1.0,Yes
Nicolas Papernot,University of Toronto,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Hyunwoo Park,Seoul National University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Xun Cao,Nanjing University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Mohammed Bennamoun,University of Western Australia,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yongsheng Gao 0001,Griffith University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ajmal Mian,University of Western Australia,CVPR,Computer Vision & Image Processing,0.0625,Yes
Laura Leal-Taixé,TU Munich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Simon Hadfield,University of Surrey,CVPR,Computer Vision & Image Processing,0.04,Yes
Rama Chellappa,Johns Hopkins University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Danica J. Sutherland,University of British Columbia,CVPR,Computer Vision & Image Processing,0.0625,Yes
Rafael Dueire Lins,UFPE,CVPR,Computer Vision & Image Processing,0.04,Yes
Nibaran Das,Jadavpur University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Oswin Krause,University of Copenhagen,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Aasa Feragen,DTU,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
James C. Gee,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Judy Hoffman,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
John F. Canny,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,1.0,Yes
Serge J. Belongie,University of Copenhagen,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Richard Zanibbi,Rochester Institute of Technology,CVPR,Computer Vision & Image Processing,0.04,Yes
