Index,University,Artificial Intelligence & Machine Learning,Machine Learning,Data Science & Data Mining,Computer Vision & Image Processing,Natural Language Processing,Systems & Networking,Databases,Security & Privacy,Human Computer Interaction,Theoretical Computer Science,Software Engineering,Computer Graphics & Virtual Reality,Quantum Computing,Interdisciplinary Fields,Continent
158,University of Massachusetts Amherst,0.0,50.25064006042267,0.0,51.68375603864734,9.403769841269842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
159,University of Utah,0.0,9.03690476190476,0.0,12.248015873015873,3.867857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
160,Radboud University,0.0,10.484992784992784,0.0,3.4116845143160934,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
161,Goldsmiths University of London,0.0,0.5833333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
162,ISI Kolkata,0.0,0.5,0.0,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
163,University at Buffalo,0.0,12.063095238095235,0.0,10.599718381976443,2.4428571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
164,Graz University of Technology,0.0,4.90952380952381,0.0,34.7143646893647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
165,Université Jean Monnet,0.0,3.7499999999999996,0.0,4.619047619047619,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
166,Ohio State University,0.0,18.647619047619045,0.0,12.126190476190475,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
167,OHSU,0.0,0.1428571428571428,0.0,2.071428571428571,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
168,Cardiff University,0.0,3.999999999999999,0.0,96.85668498168499,7.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
169,University of Tokyo,0.0,20.70833333333333,0.0,48.762373737373785,1.011111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
170,Griffith University,0.0,1.9,0.0,1.0357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
171,Keio University,0.0,0.25,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
172,Dartmouth College,0.0,4.695238095238095,0.0,16.876785714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
173,National Institute of Informatics,0.0,4.083333333333332,0.0,23.40357142857143,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
174,National Taiwan University,0.0,7.427777777777777,0.0,20.899938949938935,7.480952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
175,Beijing Jiaotong University,0.0,2.3749999999999996,0.0,16.458730158730155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
176,University of Waterloo,0.0,33.51511544011542,0.0,32.78571428571428,10.767099567099567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
177,BUPT,0.0,3.28531746031746,0.0,14.889682539682536,2.1742424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
178,Wayne State University,0.0,0.8666666666666666,0.0,7.86547619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
179,Carleton University,0.0,2.25,0.0,0.9833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
180,Clemson University,0.0,1.9598549990820853,0.0,6.220112893642304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
181,Pontificia Universidad Catolica de Chile,0.0,2.583333333333333,0.0,1.684523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
182,THWS,0.0,0.45,0.0,2.499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
183,IIIT Hyderabad,0.0,2.625,0.0,11.042929292929292,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
184,Chongqing University,0.0,0.9896825396825395,0.0,1.226190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
185,IIIT Delhi,0.0,0.0,0.0,5.0,0.3666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
186,Yale University,0.0,41.193589743589754,0.0,18.482575757575752,11.616666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
187,Ariel University,0.0,0.04,0.0,1.0166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
188,Bar-Ilan University,0.0,18.13523809523809,0.0,26.324206349206342,19.103113553113552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
189,Koç University,0.0,0.8500000000000001,0.0,6.043589743589744,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
190,University of South Carolina,0.0,1.7083333333333333,0.0,2.201190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
191,University of Luxembourg,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
192,University of Hannover,0.0,2.6111111111111107,0.0,10.876190476190477,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
193,Boston University,0.0,30.170857737034193,0.0,25.013095238095232,2.5734848484848487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
194,University College Dublin,0.0,2.3000000000000003,0.0,1.1428571428571428,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
195,Columbia University,0.0,64.47908346134153,0.0,49.484449760765564,11.973351648351647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
196,Queen's University Belfast,0.0,1.2,0.0,5.269444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
197,Singapore Management University,0.0,10.733160800552104,0.0,23.84007936507936,1.0357142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
198,Renmin University of China,0.0,7.962301587301589,0.0,16.699999999999996,2.45515873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
199,Durham University,0.0,1.8666666666666665,0.0,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
200,Harvard University,0.0,86.67232324349195,0.0,34.09137806637804,6.366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
201,University of Massachusetts Boston,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
202,Indiana University,0.0,5.819047619047619,0.0,5.258766233766234,1.8409090909090906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
203,University of Oregon,0.0,2.526190476190476,0.0,4.425,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
204,ETS Montreal,0.0,3.6499999999999995,0.0,22.79285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
205,Hacettepe University,0.0,0.2,0.0,3.0666666666666664,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
206,SUSTech,0.0,1.12927807486631,0.0,5.927380952380954,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
207,Sapienza University of Rome,0.0,4.091666666666667,0.0,8.469444444444443,2.9833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
208,Ecole Normale Superieure,0.0,52.91477591036414,0.0,27.552380952380947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
209,University of Kent,0.0,0.7352564102564103,0.0,1.0865384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
210,Brown University,0.0,23.03589818041037,0.0,26.50779585911163,1.826262626262626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
211,IIT Madras,0.0,5.011111111111112,0.0,6.062838915470494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
212,City University of London,0.0,0.0,0.0,0.7428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
213,Kyung Hee University,0.0,0.25,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
214,Monash University,0.0,7.927770562770562,0.0,16.235317460317457,3.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
215,University of Ulm,0.0,0.0,0.0,1.7166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
216,New York Tech,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
217,Beijing Institute of Technology,0.0,0.2857142857142857,0.0,0.4642857142857142,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
218,CRIStAL,0.0,11.35,0.0,3.6303030303030304,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
219,Queen Mary University of London,0.0,6.577380952380952,0.0,31.74285714285714,4.749999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
220,University of Siegen,0.0,2.8095238095238093,0.0,25.826923076923073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
221,Victoria University of Wellington,0.0,2.3333333333333326,0.0,5.805158730158731,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
222,University of Warwick,0.0,8.649999999999999,0.0,4.650613275613276,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
223,Shandong University,0.0,0.7873015873015872,0.0,8.305158730158729,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
224,Michigan State University,0.0,6.5130952380952385,0.0,18.610389610389607,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
225,Virginia Tech,0.0,6.919537815126051,0.0,3.4619047619047616,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
226,Kyungpook National University,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
227,University of Kansas,0.0,0.7833333333333333,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
228,University of Sheffield,0.0,3.3666666666666667,0.0,7.195952380952381,4.938492063492063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
229,NWPU,0.0,1.812301587301587,0.0,20.59206349206349,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
230,University of Sydney,0.0,16.149603174603172,0.0,12.876190476190475,0.7766233766233765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
231,HUST,0.0,2.5500000000000003,0.0,1.7857142857142854,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
232,Xidian University,0.0,3.1833333333333327,0.0,16.71154401154401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
233,Temple University,0.0,4.95,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
234,Université Laval,0.0,6.738095238095236,0.0,12.074999999999998,0.4318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
235,University of Wollongong,0.0,1.8000000000000003,0.0,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
236,Ben-Gurion University of the Negev,0.0,5.24952380952381,0.0,8.416666666666668,3.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
237,Queensland University of Technology,0.0,2.313131313131313,0.0,5.315079365079366,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
238,University of Colorado Boulder,0.0,8.298917748917747,0.0,2.625,8.237606837606839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
239,York University,0.0,4.933333333333334,0.0,30.928210678210675,3.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
240,Rensselaer Polytechnic Institute,0.0,3.6583333333333328,0.0,1.472222222222222,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
241,TU Kaiserslautern,0.0,1.876190476190476,0.0,7.878571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
242,University of Crete,0.0,5.3999999999999995,0.0,33.85238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
243,University of Bern,0.0,1.8333333333333333,0.0,13.558333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
244,Tokyo Institute of Technology,0.0,0.6166666666666667,0.0,2.183333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
245,University of Technology Sydney,0.0,3.553571428571428,0.0,4.673809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
246,Northwestern University,0.0,10.437301587301583,0.0,3.507671957671958,3.865100599883208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
247,University of Calgary,0.0,1.6352564102564102,0.0,8.288178488178488,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
248,CWI,0.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
249,University of Florida,0.0,1.9013056835637479,0.0,3.342857142857143,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
250,UNIST,0.0,1.7833333333333332,0.0,15.603571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
251,TU Dortmund,0.0,4.0773809523809526,0.0,7.594047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
252,Kyoto University,0.0,2.643589743589744,0.0,4.238888888888889,1.6444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
253,TU Clausthal,0.0,2.166666666666667,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
254,Cleveland State University,0.0,0.0909090909090909,0.0,1.4345238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
255,University of Texas at Arlington,0.0,4.721861471861471,0.0,6.321031746031746,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
256,IIT Hyderabad,0.0,0.9166666666666665,0.0,2.2380952380952377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
257,The Hong Kong Polytechnic University,0.0,4.062734487734486,0.0,6.499783549783549,0.8428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
258,University of York,0.0,2.238888888888889,0.0,9.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
259,Osaka University,0.0,0.9166666666666665,0.0,8.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
260,National Chiao Tung University,0.0,1.561111111111111,0.0,31.410714285714278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
261,Arizona State University,0.0,8.311904761904762,0.0,11.890079365079364,2.5909090909090904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
262,Tufts University,0.0,2.3095238095238093,0.0,2.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
263,Rutgers University,0.0,9.194877344877346,0.0,5.481349206349208,1.4857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
264,University of Cincinnati,0.0,0.2992424242424242,0.0,2.592857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
265,University of Tsukuba,0.0,1.1583333333333332,0.0,11.458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
266,Tulane University,0.0,1.7192982456140347,0.0,2.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
267,Georgia State University,0.0,1.3333333333333333,0.0,2.5055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
268,University of Szeged,0.0,1.0,0.0,1.375,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
269,University of Alberta,0.0,81.23023088023086,0.0,8.527380952380952,1.6833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
270,Pennsylvania State University,0.0,14.856980519480512,0.0,13.909523809523805,5.775432900432901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
271,University of Texas at Dallas,0.0,4.2,0.0,6.252777777777779,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
272,SUTD,0.0,3.3166666666666664,0.0,3.1107142857142858,3.276190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
273,Iowa State University,0.0,3.1761904761904756,0.0,1.2,0.4857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
274,University of Glasgow,0.0,2.9999999999999996,0.0,9.33095238095238,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
275,University of Pisa,0.0,4.509523809523808,0.0,1.3190476190476186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
276,Université Paris Dauphine,0.0,1.4968253968253966,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
277,Universidade de Lisboa,0.0,3.2761904761904765,0.0,7.53525641025641,2.5023809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
278,UFRGS,0.0,0.9833333333333334,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
279,University of Nottingham,0.0,1.0833333333333333,0.0,0.47619047619047605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
280,University of Virginia,0.0,9.987301587301586,0.0,6.000541125541126,1.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
281,Maynooth University,0.0,2.5666666666666664,0.0,0.25,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
282,University of Iowa,0.0,4.866666666666666,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
283,Queen’s University,0.0,1.0333333333333332,0.0,0.0,4.128571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
284,Maastricht University,0.0,1.9333333333333333,0.0,0.7428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
285,University of Strathclyde,0.0,0.3333333333333333,0.0,0.25,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
286,McGill University,0.0,9.349206349206348,0.0,7.045238095238096,6.7023809523809526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
287,University of Zurich,0.0,0.7337301587301588,0.0,5.7572510822510825,10.383333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
288,Washington State University,0.0,6.207575757575757,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
289,HSE University,0.0,4.6,0.0,2.3428571428571425,0.7833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
290,Freie Universitaet Berlin,0.0,0.1,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
291,University of Guelph,0.0,8.233333333333334,0.0,8.944047619047618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
292,University of Saskatchewan,0.0,0.15000000000000002,0.0,0.47681159420289854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
293,University of Vienna,0.0,2.833333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
294,University of Auckland,0.0,1.325,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
295,Masaryk University,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
296,NJIT,0.0,1.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
297,Universidad de Chile,0.0,1.4999999999999998,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
298,IIT (BHU) Varanasi,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
299,NYU Abu Dhabi,0.0,0.5,0.0,0.25,1.5909090909090906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
300,Georgetown University,0.0,7.000490196078431,0.0,1.7670995670995668,1.107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
301,King's College London,0.0,2.194444444444444,0.0,2.083333333333333,0.869047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
302,Bocconi University,0.0,6.6198412698412685,0.0,1.0888888888888888,5.605555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
303,University of Helsinki,0.0,15.027777777777779,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
304,Politecnico di Milano,0.0,6.476068376068375,0.0,21.933766233766235,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
305,EURECOM,0.0,1.0777777777777777,0.0,0.3333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
306,University of Connecticut,0.0,1.7928571428571425,0.0,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
307,Polytechnique Montreal,0.0,7.115151515151515,0.0,3.205696058327637,0.5595238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
308,University of Padova,0.0,2.7499999999999996,0.0,1.95,0.3448773448773448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
309,Stevens Institute of Technology,0.0,0.0769230769230769,0.0,4.633333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
310,University of Tennessee,0.0,0.740909090909091,0.0,1.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
311,University of Mainz,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
312,Univ. of California - Merced,0.0,1.6206349206349204,0.0,6.864826839826837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
313,SUFE,0.0,1.2833333333333332,0.0,2.076190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
314,Qatar Computing Research Institute,0.0,2.1777777777777776,0.0,0.0,9.436956521739132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
315,University of Leipzig,0.0,0.3333333333333333,0.0,0.2,1.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
316,McMaster University,0.0,6.778571428571428,0.0,0.7333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
317,IISc Bangalore,0.0,10.228571428571428,0.0,6.48452380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
318,Vanderbilt University,0.0,2.9170995670995667,0.0,4.604004329004329,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
319,University of Essex,0.0,4.866666666666666,0.0,2.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
320,University of Arizona,0.0,4.127380952380952,0.0,5.977380952380953,3.1761904761904756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
321,Birkbeck University of London,0.0,0.5178571428571428,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
322,UCCS,0.0,1.8333333333333333,0.0,7.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
323,TU Wien,0.0,6.542099567099567,0.0,10.62857142857143,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
324,Tampere University,0.0,3.9416666666666664,0.0,11.849242424242426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
325,Florida International University,0.0,1.8111111111111111,0.0,0.9166666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
326,Univ. of California - Riverside,0.0,6.126190476190476,0.0,8.628388278388275,1.1583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
327,Worcester Polytechnic Institute,0.0,0.2,0.0,1.8249999999999995,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
328,Western University,0.0,0.6666666666666666,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
329,Université de Sherbrooke,0.0,0.9333333333333332,0.0,2.194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
