Index,University,Artificial Intelligence & Machine Learning,Data Science & Data Mining,Computer Vision & Image Processing,Natural Language Processing,Systems & Networking,Databases,Security & Privacy,Human Computer Interaction,Theoretical Computer Science,Software Engineering,Computer Graphics & Virtual Reality,Quantum Computing,Interdisciplinary Fields,Continent
113,University of Notre Dame,0.0,0.0,0.5573356009070294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
114,JKU Linz,0.0,0.0,2.4436111111111116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
115,University of Minnesota,0.0,0.0,1.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
116,University of Adelaide,0.0,0.0,5.8148527547688795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
117,University of Southern California,0.0,0.0,4.989779706707036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
118,University of Calgary,0.0,0.0,0.4613537625794115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
119,Johns Hopkins University,0.0,0.0,9.21883844240175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
120,Univ. of California - Santa Barbara,0.0,0.0,3.1536742567397313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
121,Yale University,0.0,0.0,5.863611111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
122,IIT Kharagpur,0.0,0.0,0.9613718820861679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
123,University of Göttingen,0.0,0.0,0.553587175610985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
124,Cardiff University,0.0,0.0,3.213847946586042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
125,Purdue University,0.0,0.0,1.98662572436382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
126,Yonsei University,0.0,0.0,5.034132653061223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
127,Wayne State University,0.0,0.0,0.8507638888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
128,NWPU,0.0,0.0,2.5273441043083897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
129,Korea University,0.0,0.0,6.351572285939166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
130,Dartmouth College,0.0,0.0,1.538299319727891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
131,Tongji University,0.0,0.0,1.1319727891156457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
132,University of Crete,0.0,0.0,3.10859410430839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
133,UNIST,0.0,0.0,1.447857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
134,Univ. of Illinois at Urbana-Champaign,0.0,0.0,10.103467365366711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
135,University of Exeter,0.0,0.0,0.4686726260752233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
