Rank,University,Artificial intelligence,Computer systems and networks,Cybersecurity,Databases and data mining,Digital Libraries,Human computer interaction,Machine Learning,Medical Image Computing,Natural Language Processing,Parallel Computing,Program Analysis,Programming Languages,Programming languages and verification,Vision and graphics
1776,University of Nottingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,University of Nottingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,University of Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,TU Ilmenau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Tel Aviv University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Massachusetts Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,University of Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,University of Göttingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Wayne State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Johns Hopkins University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,TU Dresden,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Hamburg University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Chalmers/GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,TU Eindhoven,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Univ. of California - Irvine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,University of Warwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,University of North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Uppsala University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Univ. of California - Irvine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,University of Haifa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,University of St Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,LMU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,Charles University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,University of Würzburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,University of Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,Georgia State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,University of British Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,University of Edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,University of Würzburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,University of British Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,Durham University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,Durham University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,University of Murcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,RMIT University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,Birkbeck University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,Cornell University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,UFRJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,EPFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,Université Paris Dauphine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,Universidad de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,Université du Québec à Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,USP-ICMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,USP-ICMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,PUC-RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,Massachusetts Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,University of Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,USP-ICMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,UFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,UFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,UFMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,CRIStAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,University of Warwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,UNICAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,UNICAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,Ecole Normale Superieure,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,PUC-RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,University of Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,University of Athens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,North Carolina State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,University of Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,NTUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,Karlsruhe Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,NJIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,University of Edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,University of Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,University of Helsinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,Univ. of California - Irvine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,Aalto University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,Saarland University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,Royal Holloway University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,HSE University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,IMDEA Software Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,University College Dublin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,HSE University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,HSE University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,CUNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,Maastricht University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,Maastricht University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Johns Hopkins University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,University of Colorado Boulder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Université Paris Dauphine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,NTNU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,King's College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,Leiden University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,University of Murcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,University of Murcia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,University of Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,University of A Coruña,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Politecnico di Milano,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,University of L'Aquila,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,University of Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,University of Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Technion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Technion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,University of Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,University of Lübeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,University of Marburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,USP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,USP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,University of Catania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,MBZUAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,University of New Brunswick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,CISPA Helmholtz Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,University of New Brunswick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,University of Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Carleton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,TOBB ETÜ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,University of Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Özyeğin University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,American University of Beirut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,University of Guelph,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,University of Guelph,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,Michigan Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,Brock University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Wichita State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,University of Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,University of Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,Texas A&M at Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,University of Leeds,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,Ontario Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Yıldız Technical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,Middle East Technical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,EPFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,Middle East Technical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,University of Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,University of Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Simon Fraser University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,University of British Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,NJIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Toronto Metropolitan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,University of Central Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,ETS Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,Toronto Metropolitan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,Université Paris Dauphine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Chalmers/GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,University of Texas at San Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Hacettepe University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Drexel University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Boğaziçi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Florida Atlantic University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,University of Essex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,SUSTech,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,JUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,University of Glasgow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,University of Hawaii at Manoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,KAIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,KAIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,University of Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,University of Glasgow,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,KAIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,University of St Andrews,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,University of Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Univ. of California - San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Brunel University London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,University of Stuttgart,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,University of Pisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,University of Exeter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,University of Windsor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Macquarie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Brunel University London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Toronto Metropolitan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,University of Surrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,University of Nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NJIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,OHSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,University of Dundee,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Lancaster University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,University of Otago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,University of Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Open University UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Trinity College Dublin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,University of Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,GSSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,University of Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,CUNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,University of British Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,DTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,TU Wien,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Open University UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Univ. of California - Riverside,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,DTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,DTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,University of Manchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Brunel University London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,University of Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,The University of Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,The University of Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,University of Texas at Arlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,University of Texas at Arlington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,USP-ICMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,JKU Linz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Northwestern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,Ravenshaw University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,Tel Aviv University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Hebrew University of Jerusalem,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,University of Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,Cornell University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,Univ. of California - San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,Bocconi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,University of Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,University of Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,Boğaziçi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,Koç University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,Tufts University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,University of Manchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,University of Manchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,University of A Coruña,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,Pontificia Universidad Catolica de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,National Cheng Kung University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,National Cheng Kung University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,Washington University in St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,Australian National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,Australian National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,University of Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,Univ. of California - Berkeley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,Univ. of California - Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,University of Toronto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,IIT Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,University of Adelaide,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,University of Peradeniya,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,IIIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,Aberystwyth University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,King's College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,Brigham Young University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,University of Cambridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Univ. of California - Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Australian National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,University of Texas at San Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,King's College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,George Mason University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,IIIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,University of Copenhagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,Université Jean Monnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,IISc Bangalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,KIIT Bhubaneswar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,Univ. of California - Santa Barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,Portland State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,Open University UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
