Rank,University,Artificial intelligence,Computer systems and networks,Cybersecurity,Databases and data mining,Digital Libraries,Human computer interaction,Machine Learning,Medical Image Computing,Natural Language Processing,Parallel Computing,Program Analysis,Programming Languages,Programming languages and verification,Vision and graphics
884,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,UNSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,UFU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,UFU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,UFMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,UFMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,HSE University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,CRIStAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,University of Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,Sapienza University of Rome,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,University of Trento,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,University of Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,PUC-RIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,UNSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,University of Wuppertal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,UFMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Universidade de Brasília,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,UFMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,Universidade de Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,Ecole Normale Superieure de Lyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,University of Aberdeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,EPFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Victoria University of Wellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,Northwestern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Syracuse University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,Brigham Young University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,Syracuse University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Syracuse University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Clemson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,University of Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,TOBB ETÜ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Australian National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,ISI Kolkata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Yonsei University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,SUFE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,University of Tsukuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Hacettepe University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,TU Delft,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,Hacettepe University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,University of Passau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,University of Göttingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,University of Zurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,University of Auckland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,University of Miami,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,Harbin Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Seoul National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Seoul National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,University of Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Hong Kong Baptist University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Texas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,University of Massachusetts Lowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Seoul National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,University of Vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Kyungpook National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Seoul National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,University of Massachusetts Lowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Seoul National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Kyungpook National University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,University of Mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Yonsei University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,Universidad de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Université Laval,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,University of Göttingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,TU Wien,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,IUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,IUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Imperial College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,IIT Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,BITS Pilani-Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Boğaziçi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,City University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,Istanbul Technical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,University of Sydney,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Cardiff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,Bilkent University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,Imperial College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,Birkbeck University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,CWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,George Mason University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,University of Bath,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Macquarie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,TU Wien,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,VNIT Nagpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,TOBB ETÜ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,University of Manitoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Polytechnique Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,University of Illinois at Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,Dalhousie University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,University of Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,Florida International University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,Istanbul Technical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,Oklahoma State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,UCCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Boğaziçi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,VU Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,IIT Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,IIIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,University of Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,University of Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Boğaziçi University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,IIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,Masdar Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Masdar Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,Monash University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,University of Helsinki,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,Chalmers/GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,New York University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,Washington University in St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,University of Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,University of Colorado Boulder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,Washington University in St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,University of Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,University of Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,Yale University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,Queensland University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,University of Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,Univ. of California - San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Stanford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,University of Rochester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,University of Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,University of Sannio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,University of Innsbruck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,DTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,University of British Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,Imperial College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,CUNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,Saint Louis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,UNSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,University of Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Carleton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,University of Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,University of Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,University of Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,New Mexico Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,University of Rhode Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,Rutgers University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,Toronto Metropolitan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,George Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,George Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,Université du Québec à Montréal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,King Abdulaziz University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,Griffith University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,Texas Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,Utrecht University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,University of New Orleans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,Augusta University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,King Abdulaziz University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,King Abdulaziz University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,Bilkent University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,University of New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,CUNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,University of New Orleans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,King Abdulaziz University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,MBZUAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,MBZUAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Cornell University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,University of Central Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,KIIT Bhubaneswar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Imperial College London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,IIT Kharagpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,University of Central Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,Florida Atlantic University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,National University of Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,IIT Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,IIT Ropar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,University of Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,Pennsylvania State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,University of Warwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,University of Warwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,IIT Bombay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,IIT Bombay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,BITS Pilani-Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,Yale University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,IIT Gandhinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,University of Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,Johns Hopkins University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,Tel Aviv University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,BITS Pilani,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,KIIT Bhubaneswar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,IIIT Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,Tata Inst. of Fundamental Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,IIT Indore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,UFRJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,IIT Kharagpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,IIT Bombay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,University of Illinois at Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,Clemson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,Sharif University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,Middlesex University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,University of Zurich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,Universidad Rey Juan Carlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,University College Dublin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,Yale University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,University of Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,University of Colorado Boulder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,Wichita State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,BUET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,Wayne State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,Wayne State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,IIT Patna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,Weizmann Institute of Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,Politecnico di Milano,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Masaryk University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,University of Exeter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,TU Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,University of Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,TU Munich,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,University of Lübeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Karlsruhe Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Univ. of California - Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,IIT Dharwad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,Chinese University of Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Univ. of California - San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,KU Leuven,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,KU Leuven,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,University of Maryland - College Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Univ. of Maryland - Baltimore County,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,Univ. of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,Massachusetts Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,University of Amsterdam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Dartmouth College,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,Johns Hopkins University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,Massachusetts Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,Arizona State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,CISPA Helmholtz Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,Brno University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,George Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,University of Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,University of Innsbruck,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Concordia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,University of Edinburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Univ. of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Univ. of California - Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Tel Aviv University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,University of Warwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,IPI PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,University of Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Brno University of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,University of Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Univ. of Maryland - Baltimore County,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Univ. of Maryland - Baltimore County,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,University of Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,California Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,TU Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,Nanyang Technological University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,University of Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,University of Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,Qatar University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,University of Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,IUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,University of Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,IUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,University of Salerno,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,University of Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,USP-ICMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,USP-ICMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,University of Haifa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Weizmann Institute of Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,UFPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Arizona State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,UFRJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Max Planck Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Dartmouth College,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Dartmouth College,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Royal Holloway University of London,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Univ. of California - Irvine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Carnegie Mellon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
